namc_code,namc_term_diacritical,query
LG-1.4,asādhya-kōṣṭhabhēdaḥ,"asādhya kōṣṭhabhēdaḥ asādhya kōṣṭhabhēdaḥ asadhya koshthabedah असाध्य कोष्ठभेदः the disorder is characterized by śīta ucchvāsa [expiration, cold air], antarlōhitam [internal bleeding], śīta pāda [cold legs], śīta karaṁ [cold hands], śīta ānanam [cold face], raktākṣam [reddish coloured eyes]"
LH,viddhaḥ,viddhaḥ viddhaḥ viddhah विद्धः the disorder is characterized by uttuṇḍitaṁ nirgataṁ vā (yadṅgam āśayāt binā ) [foreign body in such cases may remain either protruding out or may have gone out through it]
LH-1,sirāviddhaḥ,sirāviddhaḥ sirāviddhaḥ siraviddhah सिराविद्धः
LH-2,snāyuviddhaḥ,"snāyuviddhaḥ snāyuviddhaḥ snayuviddhah स्नायुविद्धः the disorder is characterized by kaubjyam [flexion deformity hump backed bending of back], kriyāsvaśaktiḥ [inability in movements], cirādvraṇō rōhaṇam [wound takes a long time to heal], tumula rujaḥ [severe pain], śarīrāvayavāvasādaḥ [weakness of the limbs of the body]"
LH-3,calācala-sandhikṣataḥ,calācala sandhikṣataḥ calācala sandhikṣataḥ calacala sandhikshatah चलाचल सन्धिक्षतः
LH-4,srōtōviddhaḥ,srōtōviddhaḥ srōtōviddhaḥ srotoviddhah स्रोतोविद्धः
LH-4.1,prāṇavahasrōtōviddha,"prāṇavahasrōtōviddha prāṇavahasrōtōviddha pranavahasrotoviddha प्राणवहस्रोतोविद्ध the disorder is characterized by vinaman [flexion bending of body], mōhaḥ [semiconsciousness or stupefaction], bhramaṇaḥ [vertigo], vēpanaḥ [shivering tremors], maraṇaṁ [death], ākrōśan [screaming]"
LH-4.2,annavahasrōtōviddhaḥ,"annavahasrōtōviddhaḥ annavahasrōtōviddhaḥ annavahasrotoviddhah अन्नवहस्रोतोविद्धः the disorder is characterized by ādhmānaṁ [abdominal distension], annadvēṣaḥ [aversion to food], chardiḥ [vomiting], andhatā [blindness], śūla [pain], pipāsā [thirst], maraṇam [death]"
LH-4.3,udakavahasrōtōviddhaḥ,udakavahasrōtōviddhaḥ udakavahasrōtōviddhaḥ udakavahasrotoviddhah उदकवहस्रोतोविद्धः
LH-4.4,rasavahasrōtōviddha,"rasavahasrōtōviddha rasavahasrōtōviddha rasavahasrotoviddha रसवहस्रोतोविद्ध the disorder is characterized by śōṣaḥ [dryness wasting emaciation], (prāṇavahaviddhavata tatliṅgam) [clinical features as in injury to prāṇavāha srōtas], vinaman [flexion bending of body], mōhaḥ [semiconsciousness or stupefaction], bhramaṇaḥ [vertigo], vēpanaḥ [shivering tremors], ākrōśan [screaming], maraṇaṁ [death]"
LH-4.5,raktavahasrōtōviddha,"raktavahasrōtōviddha raktavahasrōtōviddha raktavahasrotoviddha रक्तवहस्रोतोविद्ध the disorder is characterized by śyāvāṅgatā [black discoloration of the body], jvaraḥ [fever], dāhaḥ [burning sensation], pāṇḍutā [pallor], śōṇitāgamanam [bleeding haemorrhage], raktanētratā [redness of eyes]"
LH-4.6,māṁsavahasrōtōviddhaḥ,"māṁsavahasrōtōviddhaḥ māṁsavahasrōtōviddhaḥ mamsavahasrotoviddhah मांसवहस्रोतोविद्धः the disorder is characterized by māṁsa śōṣa [muscular wasting], śvayathuḥ [swelling], sirāgranthi [tortousity of blood vessels], maraṇaṁ [death]"
LH-4.7,mēdōvahasrōtōviddha,"mēdōvahasrōtōviddha mēdōvahasrōtōviddha medovahasrotoviddha मेदोवहस्रोतोविद्ध the disorder is characterized by svēdāgamanam [perspiration], snidhāṅgatā [oiliness of the body], tāluśōṣa [dryness of palate], sthūlaśōphatā [non pitting oedema], pipāsā [thirst]"
LH-4.8,asthivahasrōtōviddhaḥ,asthivahasrōtōviddhaḥ asthivahasrōtōviddhaḥ asthivahasrotoviddhah अस्थिवहस्रोतोविद्धः
LH-4.9,śukravahasrōtōviddhaḥ,"śukravahasrōtōviddhaḥ śukravahasrōtōviddhaḥ sukravahasrotoviddhah शुक्रवहस्रोतोविद्धः the disorder is characterized by klībatā [inability to perform sexual act impotence], cirāt prasēka [delayed ejaculation], rakta śukratā [blood tinged semen]"
LH-4.10,ārttavavahasrōtōviddha,"ārttavavahasrōtōviddha ārttavavahasrōtōviddha arttavavahasrotoviddha आर्त्तववहस्रोतोविद्ध the disorder is characterized by vandhyatvam [sterility], maithunāsahiṣṇutvam [dyspaerunia], ārtav nāśa [absence of menstruation]"
LH-4.11,mūtravahasrōtōviddhaḥ,"mūtravahasrōtōviddhaḥ mūtravahasrōtōviddhaḥ mutravahasrotoviddhah मूत्रवहस्रोतोविद्धः the disorder is characterized by mūtra nirōdhaḥ [retention of urine], ānaddh basti [distended basti (bladder)], stabdh mēḍhratā [stiffness of penis]"
LH-4.12,purīṣavahasrōtōviddhaḥ,"purīṣavahasrōtōviddhaḥ purīṣavahasrōtōviddhaḥ purishavahasrotoviddhah पुरीषवहस्रोतोविद्धः the disorder is characterized by ānāhaḥ [barborygmus with distention], durgandhatā [badsmell], grathita āntratā [nodular]"
L-1,sarvāṅgābhihataḥ,sarvāṅgābhihataḥ sarvāṅgābhihataḥ sarva~ggabihatah सर्वाङ्गाभिहतः
L-2,raktātipravr̥ttiḥ,raktātipravr̥ttiḥ raktātipravr̥ttiḥ raktatipravruttih रक्तातिप्रवृत्तिः
L-3,mūtraprasēka-kṣaṇanam,mūtraprasēka kṣaṇanam mūtraprasēka kṣaṇanam mutrapraseka kshananam मूत्रप्रसेक क्षणनम्
L-4,śirōbhighātaḥ,"śirōbhighātaḥ śirōbhighātaḥ sirobighatah शिरोभिघातः the disorder is characterized by manyāstambhaḥ [torticollis stiffness of neck], ardita [facial paralysis], cakṣurvibhrama [agitation of eyes], mōhaḥ [confusion delirium], udvēṣṭana [cramps], cēṣṭānāśa [loss of motor activities], kāsaḥ [cough], śvāsaḥ [breathlessness difficult breathing], hanugrahaḥ [lock jaw catching sensation over jaw], mūka [mute inability to speak], gadgadatva [stuttering stammmering], akṣinimīlan [closure of the eye lids], gaṇḍaspandana [twitching of cheek muscles], jr̥mbhaṇam [yawning], lālāsrāvaḥ [excessive salivation], svarahāniḥ [aphasia], vadanajihmatvam [twisting of the face]"
L-5,basti-abhighātaḥ,"basti abhighātaḥ basti abhighātaḥ basti abighatah बस्ति अभिघातः the disorder is characterized by basti kuṇḍalaḥ [spirallising spasm in the basti urinary bladder], udāvarta [upward movement of vāyu in the abdomen], gulmaḥ [palpable glandular enlargment in abdomen abdominal lump], anilāṣṭhīlā [hard tumour caused by vāyu], upasthambha [spasticity of the bladder], vāta nigrahaḥ [stasis of flatus], mūtra nigrahaḥ [stasis of urine], varcō nigrahaḥ [stasis of faeces], vaṅkṣṇa śūlaḥ [pain in groin], mēhana śūlaḥ [penile pain], basti śūlaḥ [colicky pain in the basti urinary bladder], nābhigrahaḥ [catching sensation in umbilical region], kukṣigrahaḥ [catching sensation in lower abdominal region], guda grahaḥ [catching sensation in anus], śrōṇi grahaḥ [catching sensation in the pelvis]"
L-6,muṣkasrōtō^^abhighāta/upaghāta,muṣkasrōtō^^abhighāta upaghāta muṣkasrōtō^^abhighāta upaghāta mushkasroto^^abighata upaghata मुष्कस्रोतो^^अभिघात उपघात
L-7,śītābhihataḥ,śītābhihataḥ śītābhihataḥ sitabihatah शीताभिहतः
M,bālarōgaḥ,bālarōgaḥ bālarōgaḥ balarogah बालरोगः
MA (SN1Y),(a) nāḍīkalpana-vyāpat,(a) nāḍīkalpana vyāpat (a) nāḍīkalpana vyāpat nadikalpana vyapat नाडीकल्पन व्यापत्
MA-1,āyāma–uttuṇḍitā,āyāma–uttuṇḍitā āyāma–uttuṇḍitā ayamaãƒæ’ã‚â¢ãƒâ¢ã¢â‚¬å¡ã‚â¬ãƒâ¢ã¢â€šâ¬ã...â€œuttundita आयाम–उत्तुण्डिता
MA-2,vyāyāma-uttuṇḍitā,vyāyāma uttuṇḍitā vyāyāma uttuṇḍitā vyayama uttundita व्यायाम उत्तुण्डिता
MA-3,piṇḍalikā,piṇḍalikā piṇḍalikā pindalika पिण्डलिका
MA-4,vināmikā,vināmikā vināmikā vinamika विनामिका
MA-5,vijr̥mbhikā,vijr̥mbhikā vijr̥mbhikā vijrumbika विजृम्भिका
MA-6,tuṇḍī,tuṇḍī tuṇḍī tundi तुण्डी
MB,bālagrahaḥ,bālagrahaḥ bālagrahaḥ balagrahah बालग्रहः
MB-1,skandagrahaḥ,"skandagrahaḥ skandagrahaḥ skandagrahah स्कन्दग्रहः the disorder is characterized by bālaḥkṣaṇat udvējanam [sudden onset of agitation in baby], bālaḥ kṣaṇāt trāsanam [sudden onset of fearfulness in the baby], bālaḥ kṣaṇāt rōdati [sudden onset of crying], dhātrīṁ nakhāt dāryati [gouging or scratching the wetnurse or mother], dhātriṁ dantāt dāryati [baby biting the wetnurse or mother], ātmānam nakhāt dāryati [baby scratches or gouges his her body], ātmānam dantāt dāryati [baby bites his herself], ūrddhvam nirīkṣatē [upward movement of vāyu in the abdomen], dantān khādatē [gnashes grind one's teeth], kujanam [cooing sound], jr̥mbhaṇaṁ [yawning], bhruvau kṣipati [hasty movements of eyebrows], dantau kṣipati [gnashes grind one's teeth], ōṣṭaṁ kṣipati [drooping of lips], phēnaṁ vamati [frothy vomiting], ati kṣāmatā [severe weakness], niśi jāgaraṇa [keeping awake at night], śunākṣa [swelling of eyes], bhinna viṭ [altered stools, loose motions], bhinna svara [hoarse voice], māṁsa śōṇita gandhi [emitions of odour of meat and blood], na ca aśnāti [aversion to food breat milk], ēkanētra srāva [lacrimation from one eye], gātrasya kampanam [convulsive movements of limbs], gātrasya srāvaḥ sasvēdaḥ [sweating], dāntanakhādati [gnashes grind one's teeth], raktagandhikāḥ [smell of blood from the body], rōdanam (alpaḥ) [diminished crying], vakrāsyatā [facial paralysis], vitrāsaḥ [fearfulness], stanyaṁ naivābhinandati stanadviḍ [aversion of breast milk], gātrasya spandanaṁ [twitching of limbs], ūrdhvaṁ dr̥ṣṭyā nirīkṣēta [upward movement of vāyu in the abdomen], alpa rōdanam [diminution in crying], śūnākṣaḥ [swelling in eyes], kṣataja gandhikaḥ [emitions of odour of wound], hataika pakṣma nētraḥ [ptosis of one eye], calita ēka pakṣma nētraḥ [flickering of one eye], udvigna [anxious], sululita cakṣu [shaking of eyes contionuous movements of eyes], gāḍha viṭkatā [compact stools constipation], śiraḥ vikṣipatē muhuḥ [frequent shaking of head], hataika pakṣa [hemiplegia hemiparesis], stabdha aṁgaḥ [stiffness of body], nat kandharaḥ [bending drooping of neck], visvaram rōditi [cries in hoarse voice], lālāvamanaṁ [vomiting of saliva], vasā gandhiḥ [odour of animal fat], asra gandhiḥ [odour of blood], baddhamuṣṭi [making fists], baddha śakr̥ta [retained stool contipation], calita ēka akṣi [movement of one eye], calita ēka bhrū [movement of one eyebrow], calita ēka gaṇḍaḥ [movement of one cheek], saṁrakta ubhayalōcanā [reddness of both eyes], vaikalyaṁ [lameness], maraṇaṁ [death]"
SR03 (MB-2),(a) Skanda Apasmara,"(a) skanda apasmara (a) skanda apasmara skandapasmarah स्कन्दापस्मारः it is characterised by episodes of convulsions with frothing from mouth, stiffness of the extremities in infants. this may be explained by: (a) altered sensorium akin to a possessive state."
MB-3,śakunīgrahaḥ,"śakunīgrahaḥ śakunīgrahaḥ sakunigrahah शकुनीग्रहः the disorder is characterized by vihaṅga gandhi [smell of birds from the body], sasrāvivraṇa paripīḍitaḥ samantāt [generalised discharging lesions], srastāṅagatā [flaccidity laxity], sadāhayukta sphōṭaḥ pracita tanuḥ [blister with burning sensation spread on body], sapāka yukta sphōṭaḥ pracita tanuḥ [blisters with suppuration spread on body], kṣatābhibhūtaḥ [afflicted by injuries], atisāraḥ [diarrhoea], jihvāgata vraṇaḥ [ulcers on tongue], tālugata vraṇaḥ [ulcers on palate], galagata vraṇaḥ [ulcers in throat], sphōṭaḥ sandhiṣu punaḥ punaḥ [repeated blisters on joints], niśiyahni pravilīyantē [manifestation affliction during day and night], vaktra pāka [stomatitis], guda pāka [proctitis], jvaraḥ [fever], śakuni gandha [smell of shakuni a type of bird]"
MB-4,rēvatīgrahaḥ,"rēvatīgrahaḥ rēvatīgrahaḥ revatigrahah रेवतीग्रहः the disorder is characterized by śyāva nīlatvam [black bluish discolouration], karṇa mardanam [rubbing of ears], akṣimardanam [rubbing of eyes], nāsāmardanam [rubbing of nose], kāsaḥ [cough], hidmā [hiccup], akṣivikṣēpa [distracted eye movement], vakra vaktratva [deviation of mouth], vaktra raktatā [redness of mouth], basta gandhatā [odour as goat], jvaraḥ [fever], śōṣa [dryness wasting emaciation], harita purīṣa [greenish feces], drava purīṣa [loose stools], gātraṁ vraṇairācitam [limbs filled with ulcers], gātraṁ sphōṭairācitam [limbs filled with blisters], paṅka gandham [muddy odour], asr̥ka sravaṇ [blood discharge], bhinna varca [altered stools, loose motions], dāhaḥ [burning sensation], atipāṇḍu dēhaḥ [excessive paleness of body], śyāva dēhaḥ (vā) [blackish discolouration of body], mukha pākaḥ [stomatitis], vēdanārtaḥ [suffering with pain], dhruvamābhipīḍitam [gets afflicted easily]"
MB-5,pūtanāgrahaḥ,"pūtanāgrahaḥ pūtanāgrahaḥ putanagrahah पूतनाग्रहः the disorder is characterized by rōdanam [crying], vamiḥ [vomiting], kampaḥ [shivering of body], tandrā [drowsiness lassitude], rātrau prajāgaraṇaḥ [wakefulness at night], hidmā [hiccup], ādhmānaṁ [abdominal distension], śakr̥ta bhēdaḥ atisāra [altered bowels loose stools], pipāsā [thirst], mūtra nigrahaḥ [retention of urine], srastāṅgatā [flaccidity laxity], hr̥ṣṭarōmatvam hr̥ṣita rūhaḥ [having the hair of the body erect], kākavata pūtigandhitva [crow sent like smell], svapiti sukhaṁ divā [sleeps well in daytime], tr̥ṣṇā [thirst], tiryaka prēkṣaṇam [sideway looking]"
MB-6,andhapūtanāgrahaḥ,"andhapūtanāgrahaḥ andhapūtanāgrahaḥ andhaputanagrahah अन्धपूतनाग्रहः the disorder is characterized by atisāraḥ [diarrhoea], kāsaḥ [cough], chardiḥ [vomiting], jvaraḥ [fever], tr̥ṣṇā [thirst], vasāgandhaḥ [odour of animal fat], stanadvēṣaḥ [aversion to breast feeding], durvarṇaḥ [discoloration of the body abnormal colour], satataṁ adhaḥ śayō [constant downward gaze], amla gandhiḥ [sour smell], alpa nidratā [less sleep], varcō bhēdaḥ [altered stools, loose motions], vaivarṇya [discolouration], daurgandhyam [bad odour], aṅga śōṣaṇam [emaciation], dr̥ṣṭēḥ sāda [exhaustion tired eyes], dr̥ṣṭēḥatiruk [severe pain in eyes], dr̥ṣṭēḥ kaṇḍu [itching in eyes], pōthakī janmaḥ [eruption of red pimples on eyelids], dr̥ṣṭēḥ śūnatā [swelling of eyes], hidmā [hiccup], udvēga [agitation anxiety], svara tīkṣṇatā [harsh voice], vēpathuḥ [shivering tremors], matsya gandhaḥ [fishy smell from body]"
MB-7,śītapūtanāgrahaḥ,"śītapūtanāgrahaḥ śītapūtanāgrahaḥ sitaputanagrahah शीतपूतनाग्रहः the disorder is characterized by atisāraḥ [diarrhoea], kāsaḥ [cough], kṣīṇaḥ [emaciation], chardiḥ [vomiting], nētrarōgaḥ [eye diseases], vigandhaḥ [bad odour], bhr̥śaṁ ativēpatē [strong frequent tembling of body], udvigna [agitated anxious], kampaḥ [tremors], rōdanaṁ [crying], tiryagīkṣaṇam [sideway looking], tr̥ṣṇā [thirst], āntrakūjana [barborygmus gurgling sound of intestines], vasāvat visragandhaḥ [smell of raw meat animal fat], ēkasyapārśvē śītatvam [coldness on one side of body], uṣṇatvaṁ aparapārśvai [hotnes on another side of body], prarudhyāt [obstructed], saṁlīnaḥ svapiti [baby clings on to the mother and sleeps]"
MB-8,mukhamaṇḍikāgrahaḥ,"mukhamaṇḍikāgrahaḥ mukhamaṇḍikāgrahaḥ mukhamandikagrahah मुखमण्डिकाग्रहः the disorder is characterized by sirābhirsaṁvr̥tā gātra [marked venous promimence on body], prasanna varṇa vadanaḥ [bright complexion of face], bahvāśī [polyphagia], mūtra tulya gandhi gōmūtra samagandhitā [urine cow urine odour], mlānāṅgaḥ [exhausted body], suruci pāṇi [smooth tender palms], suruci pāda [smooth tender soles], suruci vaktra [smooth shiny face], kaluṣa sirāvr̥ta udaraḥ [turbid prominent veins on abdomen], udvēga [agitation anxiety], asitābhasirācita udaraḥ [dark coloured veins on abdomen], jvaraḥ [fever], arōcakaḥ [tastelessness], aṅga glapanaṁ [tired body]"
MB-9,naigamēṣagrahaḥ,"naigamēṣagrahaḥ naigamēṣagrahaḥ naigameshagrahah नैगमेषग्रहः the disorder is characterized by dantādaśanaḥ [grinding of teeth teeth biting], mūrcchā [syncope attacks of swooning], vigandhaḥ [bad odour], phēnavamanam [frothy vomitus], vinamyatē c madhyaḥ [bend in the middle], udvēgaḥ [agitation anxiety], vilāpa [crying], ūrdhvamīkṣṇaṁ [upward gaze], pratataṁ jvaraḥ [constant fever], vasā sagandham [odour of animal fat], nisaṁjñaḥ [unconciousness], ādhmānaṁ [abdominal distension], pāṇi spandanam [beating movements of hands], pād spandanam [beating movements of legs], tr̥ṭ [thirst], muṣṭi bandhaḥ [clenching of the fist], atisāraḥ [diarrhoea], dainya svaraḥ [weak and feeble voice], vivarṇatā [discolouration], kūjanam [cooing sound], chardiḥ [vomiting], kāsaḥ [cough], hidhmā [hiccup], prajāgaram [sleeplessness insomnia], kaṇṭha śōṣa [dryness in throat], āsyaśōṣa [dryness in mouth], stananaṁ [sound of hollow cough], ōṣṭha dṁśaṁ [biting of lips], aṅgasaṁkōcaḥ [contracutre of body parts], stambha [rigidity stiffness], bastābha gandhatā [odour as goat], ūrdhvaṁ nirīkṣya hasanaṁ [upaward gaze and laughing], ēka nētra śōphaḥ [swelling in one eye]"
MB-10,śvagrahaḥ,"śvagrahaḥ śvagrahaḥ svagrahah श्वग्रहः the disorder is characterized by kampaḥ [tremors], hr̥ṣita rōmatvam [horripilation], svēda [sweating], cakṣurnimīlanam [closure of the eyes], bahirayāmaṁ [body bent outwards], jihvā daṁśaṁ [biting of the tongue], antaḥ kaṇṭhakūjanam [low sound from the throat], dhāvanam [running], viṭasagandhatva [body emiting smell of faeces], krōśanaṁ c śvavat [crying, making sound like a dog]"
MB-11,pitr̥grahaḥ,"pitr̥grahaḥ pitr̥grahaḥ pitrugrahah पितृग्रहः the disorder is characterized by rōmaharṣaḥ [horripilation], muhusrāsaḥ (muhuḥ śvāsaḥ) [tachypnea], sahasā rōdanam [sudden cry], jvaraḥ [fever], kāsaḥ [cough], atisāraḥ [diarrhoea], vamathu [vomiting], jr̥mbhā [yawning], tr̥̄ṭ [thirst], śava gandhatāḥ [cadaveric smell], aṅgēṣu ākṣēpa [convulsive movements of body], aṅgēṣu vikṣēpa [convulsive movements of body], śōṣa [dryness wasting emaciation], stambha [rigidity stiffness], vivarṇatā [discolouration], muṣṭi bandhaḥ [clenching of the fist], akṣṇōḥ sruti [lacrimation]"
MB-12,śuṣkarēvatīgrahaḥ,śuṣkarēvatīgrahaḥ śuṣkarēvatīgrahaḥ sushkarevatigrahah शुष्करेवतीग्रहः the disorder is characterized by kramāt sarvāṅgasaṅgakṣayaḥ [ghradual emaciation of all body parts]
MB-13,asādhya-śuṣkarēvatīgrahaḥ,asādhya śuṣkarēvatīgrahaḥ asādhya śuṣkarēvatīgrahaḥ asadhya sushkarevatigrahah असाध्य शुष्करेवतीग्रहः
MB-14,asādhya-bālagrahaḥ,"asādhya bālagrahaḥ asādhya bālagrahaḥ asadhya balagrahah असाध्य बालग्रहः the disorder is characterized by prastabdhaḥ prastabdhākṣaḥ [stiff and rigid eye movements], stanadvēṣī [aversion to breast feeding], mōhaḥ [confusion delirium], muhurmuhuḥ grahāvēśa [intermittent affliction of graha frequent occurrence of infective paediatric conditions], sampūrṇa lakṣaṇa [presenting with complete set of symptoms], kēśaśāta [hairfall], annavidvēṣ [aversion to food], dainya svaraṁ [weak and feeble voice], vivarṇatā [altered complexion], rōdanam [crying], gr̥dhra gandhatvam [smell of vulture], dīrghakālānuvartanam [chronic nature], udarē vr̥tta granthi [round swelling over abdomen], nānāvidhaṁ śakr̥t [different coloured faeces and altered bowel character], jihvāmadhyē nimnatā [sunkening of tongue in the middle], śyāvatālu [black coloured palate]"
MC-1,vātaduṣṭastanyapānajanyarōgaḥ,"vātaduṣṭastanyapānajanyarōgaḥ vātaduṣṭastanyapānajanyarōgaḥ vatadushtastanyapanajanyarogah वातदुष्टस्तन्यपानजन्यरोगः the disorder is characterized by kr̥śāṅgatā [emaciated thin malnourished], kṣāmasvaraḥ [weak and feeble voice], baddhamārutaḥ [retained flatus], baddhamutra [retention of urine], baddhaviṭ [retained stool contipation], vātagadātura [clinical features of vataja disease]"
MC-2,pittaduṣṭastanyapānajanyarōgaḥ,"pittaduṣṭastanyapānajanyarōgaḥ pittaduṣṭastanyapānajanyarōgaḥ pittadushtastanyapanajanyarogah पित्तदुष्टस्तन्यपानजन्यरोगः the disorder is characterized by bhinnamala [diarrhoea], uṣṇasarvāṅgatā [all body parts become warm], kāmalā [clinical features of jaundice], tr̥ṣṇālu [excessive thirst], pittarōga [clinical features of pitta disease], svēdana [excessive perspiration]"
MC-3,kaphaduṣṭastanyapānajanyarōgaḥ,"kaphaduṣṭastanyapānajanyarōgaḥ kaphaduṣṭastanyapānajanyarōgaḥ kapadushtastanyapanajanyarogah कफदुष्टस्तन्यपानजन्यरोगः the disorder is characterized by chardiḥ [vomiting], jaḍatā [dullness frigidity inactiveness], nidrānvita [sleepiness], lālāluḥ [excessive salivation], śūn vaktra [swollen face], śūnākṣa [swollen eyes], ślēṣmarōgavān [clinical features of kapha disease]"
MD-1 (SM1Y),(a) dantodgamaḥ                   (a) dantotbhedaḥ,(a) dantodgamaḥ (a) dantotbhedaḥ (a) dantodgamaḥ (a) dantotbhedaḥ dantodgamah दन्तोद्गमः
SM12 (MD-2),(a) dantaghātaḥ,"(a) dantaghātaḥ (a) dantaghātaḥ dantaghatah दन्तघातः it is characterised by grinding of teeth during sleep. this may be explained by: (a) vitiation of vata, kapha affecting oral cavity."
MD-3,dantaśabdaḥ,dantaśabdaḥ dantaśabdaḥ dantasabdah दन्तशब्दः
MD-4,akāladantaḥ,akāladantaḥ akāladantaḥ akaladantah अकालदन्तः
MD-5 (SN5Y),"(a) ahipūtanā, (a) ahipūtanakaḥ","(a) ahipūtanā, (a) ahipūtanakaḥ (a) ahipūtanā, (a) ahipūtanakaḥ ahiputana ahiputanakah अहिपूतना अहिपूतनकः"
SM16 (MD-6),(a) mukhasrāvaḥ     (a) praseka,(a) mukhasrāvaḥ (a) praseka (a) mukhasrāvaḥ (a) praseka mukhasravah मुखस्रावः it is characterised by excessive salivation. this may be explained by: (a) increased kaphadosha.
SM54 (MD-7),(a) gudapākaḥ                        (a) gudakuṭṭanam,(a) gudapākaḥ (a) gudakuṭṭanam (a) gudapākaḥ (a) gudakuṭṭanam gudapakah gudakuttanam गुदपाकः गुदकुट्टनम् it is characterised by redness and swelling in anal region. this may be explained by: (a) vitiated pitta localising in the anal region.
MD-8 (SK50),(a) tālukaṇṭakaḥ,(a) tālukaṇṭakaḥ (a) tālukaṇṭakaḥ talukantakah तालुकण्टकः
MD-9 (SK9A),(a) vicchinnaḥ,(a) vicchinnaḥ (a) vicchinnaḥ viccinnah विच्छिन्नः
SR05 (MD-10),(a) pārigarbhikaḥ,"(a) pārigarbhikaḥ (a) pārigarbhikaḥ parigarbikah पारिगर्भिकः it is characterised by diminution of digestive power, tastelessness, emaciation, abdominal enlargement; may be associated with cough, drowsiness, lassitude, giddiness or dizziness, vomiting and diarrhoea. this may be explained by: (a) derangement of digestive and metabolic factors, lack of nutrition increasing vata."
SP9A (MD-11),(a) daurbalyam,"(a) daurbalyam (a) daurbalyam daurbalyam दौर्बल्यम् it is characterised by exhaustion, loss of complexion. this may be explained by: (a) weakness of primary structural components of the body."
SR00 (MD-12),(a) kumāraśoṣaḥ,"(a) kumāraśoṣaḥ (a) kumāraśoṣaḥ kumarasoshah कुमारशोषः it is characterised by emaciation, lack of appetite, unctuous, pale face, eyes; may be associated with fever, dry cough, cyanosis of tongue. this may be explained by: (a) obstruction of channels due to breast milk vitiated by kapha."
SR01 (MD-13),(a) śayyāmūtratvam,(a) śayyāmūtratvam (a) śayyāmūtratvam sayyamutratvam शय्यामूत्रत्वम् involuntary passing of urine during sleep. this may be explained by: (a) defective functioning of apaanavaayu and disturbances in general vata functioning which controls the mind.
SR04 (MD-14),(a) kukūṇakaḥ,"(a) kukūṇakaḥ (a) kukūṇakaḥ kukunakah कुकूणकः it is characterised by redness, swelling and discharge from the eyes. this may be explained by: (a) vitiation of all the three dosha due to vitiated breast milk."
MD-15,rōdanaḥ,rōdanaḥ rōdanaḥ rodanah रोदनः
MD-16 (SN5Y),(a) mahāpadmaḥ,(a) mahāpadmaḥ (a) mahāpadmaḥ mahapadmah महापद्मः
MD-17 (SR0Y),(a) phakka-rogaḥ,(a) phakka rogaḥ (a) phakka rogaḥ pakka rogah फक्क रोगः
SM73 (MD-18),(a) kṣīrālasakaḥ,"(a) kṣīrālasakaḥ (a) kṣīrālasakaḥ kshiralasakah क्षीरालसकः it is characterised by undigested foul smelling stools associated with gripping pain, abdominal distension, convulsive movements of body. this may be explained by: (a) indigestion resulting from vitiation of breastmilk in the mother by all the three dosha."
MD-19,bāla-kōṣṭharuk,"bāla kōṣṭharuk bāla kōṣṭharuk bala koshtharuk बाल कोष्ठरुक् the disorder is characterized by vibandhaḥ [constipation], vamathuḥ [vomiting], standaṁśa [biting of the breast], āntrakūjan [barborygmus gurgling sound of intestines], ādhmān [abdominal distension], pr̥ṣṭha naman [bending the back], jaṭharōnnamanaiḥ [elevating the abdomen]"
MD-20 (SM0Y),(a) hṛdayaruk,(a) hṛdayaruk (a) hṛdayaruk bala hrudayaruk बाल हृदयरुक्
MD-21 (SN3Y),(a) guhyaruk,(a) guhyaruk (a) guhyaruk bala guhyaruk बाल गुह्यरुक्
MD-22,bāla-pakṣāghātaḥ,bāla pakṣāghātaḥ bāla pakṣāghātaḥ bala pakshaghatah बाल पक्षाघातः
MD-23,bāla-bastirōga,bāla bastirōga bāla bastirōga bala bastiroga बाल बस्तिरोग
SQ50 (N),(a) kṛmiḥ                                    (a) sañjātakṛmi,"(a) kṛmiḥ (a) sañjātakṛmi (a) kṛmiḥ (a) sañjātakṛmi krumih sa~jjatakrumi कृमिः सञ्जातकृमि it is characterised by pain in the abdomen, excessive salivation, grinding of teeth during sleep, decreased or increased appetite, nausea after meals. this may be explained by: (a) excessively consumed substances such as blackgram, jaggery, meat, milk etc., it causes vitiated kapha which makes the situation conducive for infestation and growth of infestation."
,bāhyajakr̥miḥ,"bāhyajakr̥miḥ bāhyajakr̥miḥ bahyajakrumih बाह्यजकृमिः the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]"
NA-1,yūkā,"yūkā yūkā yuka यूका the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]"
NA-2,likṣā bāhyakr̥miḥ,"likṣā bāhyakr̥miḥ likṣā bāhyakr̥miḥ liksha bahyakrumih लिक्षा बाह्यकृमिः the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]"
