namc_code,namc_term_diacritical,query
PE-2,mūṣikāviṣaḥ/ākhuviṣa,"mūṣikāviṣaḥ ākhuviṣa mūṣikāviṣaḥ ākhuviṣa mushikavishah akhuvisha मूषिकाविषः आखुविष the disorder is characterized by granthayaḥ [nodular swelling], śōphaḥ [oedema], karṇikā [resembling lotus seed], maṇḍalāni [circular patches], ugrapiḍakōpacayaḥ [intense growth of papules], visarpaḥ [spreading cellulitis erysipelas], kiṭibhaḥ [clinical features of kiṭibha], parvabhēdaḥ [breaking type of pain in small joints], tīvrarujā [severe pain], mūrcchā [syncope attacks of swooning], aṅgasadanam [exhaustion or tirednes to body inability to perform physical activities], jvaraḥ [fever], daurbalyam [weakness], aruciḥ [tastelessness], śvāsaḥ [breathlessness difficult breathing], vamathuḥ [vomiting], lōmaharṣaḥ [horripilation], ādaṁśāt śōṇitapravr̥ttiḥ [bleeding from bite site], pāṇḍuḥ [pallor], dāhaḥ [burning sensation]"
PE-2.1,lālana-mūṣikādaṣṭaḥ,"lālana mūṣikādaṣṭaḥ lālana mūṣikādaṣṭaḥ lalana mushikadashtah लालन मूषिकादष्टः the disorder is characterized by lālāsrāvaḥ [salivation], hikkā [hiccup], chardiḥ [vomiting]"
PE-2.2,putraka-mūṣikādaṣṭaḥ,"putraka mūṣikādaṣṭaḥ putraka mūṣikādaṣṭaḥ putraka mushikadashtah पुत्रक मूषिकादष्टः the disorder is characterized by aṅgasādaḥ [exhaustion or tirednes to body inability to perform physical activities], pāṇḍuvarṇaḥ [pallor], ākhuśāvakasannibhaiḥ granthibhiścāṅgam cīyatē [glandular swelling resembling the litter]"
PE-2.3,kr̥ṣṇa-mūṣikādaṣṭaḥ,"kr̥ṣṇa mūṣikādaṣṭaḥ kr̥ṣṇa mūṣikādaṣṭaḥ krushna mushikadashtah कृष्ण मूषिकादष्टः the disorder is characterized by śōphaḥ [oedema], prāyaśaḥ durdinē asr̥̄ka chardiḥ [vomiting with blood on bad day]"
PE-2.4,haṁsira-mūṣikādaṣṭaḥ,"haṁsira mūṣikādaṣṭaḥ haṁsira mūṣikādaṣṭaḥ hamsira mushikadashtah हंसिर मूषिकादष्टः the disorder is characterized by anna vidvēṣaḥ [aversion to food], jr̥̄ṁbhā [yawning], harṣaḥ [horripilation]"
PE-2.5,cikvira-mūṣikādaṣṭaḥ,"cikvira mūṣikādaṣṭaḥ cikvira mūṣikādaṣṭaḥ cikvira mushikadashtah चिक्विर मूषिकादष्टः the disorder is characterized by śirōduḥkham [discomfort in head], śōpha [oedema], hikkāḥ [hiccup], vamiḥ [vomiting]"
PE-2.6,chuchundara-mūṣikādaṣṭaḥ,"chuchundara mūṣikādaṣṭaḥ chuchundara mūṣikādaṣṭaḥ cucundara mushikadashtah छुछुन्दर मूषिकादष्टः the disorder is characterized by tr̥ṭ [thirst], chardiḥ [vomiting], jvaraḥ [fever], daurbalyam [weakness], grīvāstambhaḥ [stiffness of neck], pr̥̄ṣṭhaśōphaḥ [swelling on back], gandhājñānam [anosmia or loss, the sense, smell], visūcikā [clinical features of viṣūcikā]"
PE-2.7,alasa-mūṣikādaṣṭaḥ,"alasa mūṣikādaṣṭaḥ alasa mūṣikādaṣṭaḥ alasa mushikadashtah अलस मूषिकादष्टः the disorder is characterized by grīvāstambhaḥ [stiffness of neck], ūrdhvavāyuḥ [upward movement of vāyu], daṁśē rujā [pain at bite site], jvaraḥ [fever]"
PE-2.8,kaṣāyadanta-mūṣikādaṣṭaḥ,"kaṣāyadanta mūṣikādaṣṭaḥ kaṣāyadanta mūṣikādaṣṭaḥ kashayadanta mushikadashtah कषायदन्त मूषिकादष्टः the disorder is characterized by nidrā [sleep], hr̥cchōṣaḥ [dryness in heart region], kārśyam [emaciation]"
PE-2.9,kuliṅgaka-mūṣikādaṣṭaḥ,"kuliṅgaka mūṣikādaṣṭaḥ kuliṅgaka mūṣikādaṣṭaḥ kuli~ggaka mushikadashtah कुलिङ्गक मूषिकादष्टः the disorder is characterized by rujā [pain], śōphaḥ [oedema], daṁśamaṇḍalē rājyaḥ [circular streaks]"
PE-2.10,ajita-mūṣikādaṣṭaḥ,"ajita mūṣikādaṣṭaḥ ajita mūṣikādaṣṭaḥ ajita mushikadashtah अजित मूषिकादष्टः the disorder is characterized by aṁgakr̥ṣṇatvam [blackish coloured body], chardiḥ [vomiting], mūrcchā [syncope attacks of swooning], hr̥dgrahaḥ [stiffness in cardiac region]"
PE-2.11,capala-mūṣikādaṣṭaḥ,"capala mūṣikādaṣṭaḥ capala mūṣikādaṣṭaḥ capala mushikadashtah चपल मूषिकादष्टः the disorder is characterized by chardiḥ [vomiting], mūrcchā [syncope attacks of swooning], tr̥ṣṇāḥ [thirst]"
PE-2.12,kapila-mūṣikādaṣṭaḥ,"kapila mūṣikādaṣṭaḥ kapila mūṣikādaṣṭaḥ kapila mushikadashtah कपिल मूषिकादष्टः the disorder is characterized by vraṇē kōthaḥ [putrefaction of wound], jvaraḥ [fever], granthi udgamaḥ [appearance of glandular swellings], tr̥ṭ [thirst]"
PE-2.13,kōkila-mūṣikādaṣṭaḥ,"kōkila mūṣikādaṣṭaḥ kōkila mūṣikādaṣṭaḥ kokila mushikadashtah कोकिल मूषिकादष्टः the disorder is characterized by ugrā granthayaḥ [nodular swelling], jvaraḥ [fever], dāruṇaḥdāhaḥ [intolerable burning sensation in the body]"
PE-2.14,aruṇa-mūṣikādaṣṭaḥ,"aruṇa mūṣikādaṣṭaḥ aruṇa mūṣikādaṣṭaḥ aruna mushikadashtah अरुण मूषिकादष्टः the disorder is characterized by vātajavikārāḥ [diseases of vāta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling]"
PE-2.15,mahākr̥ṣṇa-mūṣikādaṣṭaḥ/undura-mūṣikādaṣṭaḥ,"mahākr̥ṣṇa mūṣikādaṣṭaḥ undura mūṣikādaṣṭaḥ mahākr̥ṣṇa mūṣikādaṣṭaḥ undura mūṣikādaṣṭaḥ mahakrushna mushikadashtah undura mushikadashtah महाकृष्ण मूषिकादष्टः उन्दुर मूषिकादष्टः the disorder is characterized by pittajavikārāḥ [diseases of pitta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling]"
PE-2.16,mahāśvēta-mūṣikādaṣṭaḥ,"mahāśvēta mūṣikādaṣṭaḥ mahāśvēta mūṣikādaṣṭaḥ mahasveta mushikadashtah महाश्वेत मूषिकादष्टः the disorder is characterized by kaphajavikārāḥ [diseases of kapha], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling]"
PE-2.17,mahākapila-mūṣikādaṣṭaḥ,"mahākapila mūṣikādaṣṭaḥ mahākapila mūṣikādaṣṭaḥ mahakapila mushikadashtah महाकपिल मूषिकादष्टः the disorder is characterized by asr̥k vikārāḥ [diseases of rakta], granthiḥ [glandular swellings], maṇḍalam [circular patches], karṇikāḥ [thorny], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling]"
PE-2.18,kapōta-mūṣikādaṣṭaḥ,"kapōta mūṣikādaṣṭaḥ kapōta mūṣikādaṣṭaḥ kapota mushikadashtah कपोत मूषिकादष्टः the disorder is characterized by vātapittakapharaktavikārāḥ [diseases of vāta,pitta, kapha and rakta], granthiḥ [glandular swellings], maṇḍalaḥ [circular eruptions], karṇikāḥ [resembling lotus seed], ugrapiḍakōpacayaḥ [intense growth of papules], bhr̥śam śōphaḥ [excessively swelling], dāruṇa śōphaḥ [hard swelling]"
PE-2.19,asādhya-mūṣikāviṣaḥ,"asādhya mūṣikāviṣaḥ asādhya mūṣikāviṣaḥ asadhya mushikavishah असाध्य मूषिकाविषः the disorder is characterized by mūrcchā [syncope attacks of swooning], aṅgaśōphaḥ [swelling over body], vaivarṇyaḥ [discolouration], klēdaḥ [moistening soddening], śabdāśrutiḥ [hearing loss], jvaraḥ [fever], śirōgurutvam [heaviness of head], lālāsrāvaḥ [salivation], asr̥k chardiḥ [vomiting of blood]"
PE-3,śva/vyāla-śṟugāla-tarakṣu-r̥kṣa-vyāghrādi daṣṭa lakṣaṇa,"śva vyāla śṟugāla tarakṣu r̥kṣa vyāghrādi daṣṭa lakṣaṇa śva vyāla śṟugāla tarakṣu r̥kṣa vyāghrādi daṣṭa lakṣaṇa sva vyala srrugala tarakshu ruksha vyaghradi dashta lakshana श्व व्याल श्रृगाल तरक्षु ऋक्ष व्याघ्रादि दष्ट लक्षण the disorder is characterized by daṁśē suptatā [numbness], kr̥ṣṇaṁ ca atisravati asr̥k [copious flow of dark blood], tr̥ṣṇā [thirst], mūrcchā [syncope attacks of swooning], bhrāntiḥ [confusion], dāhaḥ [burning sensation], jvaraḥ [fever], kaṇḍūḥ [itching], nistōdaḥ [pricking type of pain], vaivarṇyam [discolouration], suptiḥ [numbness], klēdōpaśōṣaṇam [drying up of discharges], vidāhaḥ [internal burning indigestion], rāgaḥ [redness congestion], ruk [pain], pākaḥ [inflammation suppuration], śōphaḥ [oedema], granthinikuñcanam [constriction of glandular swelling], daṁśāvadaraṇam [cracking of the tissue in place of bite], sphōṭāḥ [blisters], karṇikā [polyp protuberence], maṇḍalāni [circular patches], jvaraḥ [fever], yēna daṣṭastasya cēṣṭā [imitates the actions of animal by which he has been bitten], yēna daṣṭastasya rutam [imitates the sounds of animal by which he has been bitten], bahuśaḥ pratikriyā [reacts in many ways], kriyāhīnaḥ [becomes actionless and dies]"
PE-3.1,alarkaviṣaḥ/jalatrāsaḥ,"alarkaviṣaḥ jalatrāsaḥ alarkaviṣaḥ jalatrāsaḥ alarkavishah jalatrasah अलर्कविषः जलत्रासः the disorder is characterized by suptaḥ [numbness], kr̥ṣṇaṁ asr̥k kṣarati [blackish bleeding], hr̥druk [precordial pain cardiac pain], śirōruk [headache], jvaraḥ [fever], stambhaḥ [rigidity stiffness], tr̥ṣṇā [thirst], mūrcchāḥ [syncope attacks of swooning]"
PE-3.2,asādhya-alarkaviṣaḥ,"asādhya alarkaviṣaḥ asādhya alarkaviṣaḥ asadhya alarkavishah असाध्य अलर्कविषः the disorder is characterized by adaṣṭasya api jalatrāsaḥ [signs of hydrophobia without bite], jāgrataḥ api jalatrāsaḥ [signs of hydrophobia when awake], svapnē api jalatrāsaḥ [signs of hydrophobia when sleeping]"
PE-3.3,alarkaviṣāriṣṭaḥ,"alarkaviṣāriṣṭaḥ alarkaviṣāriṣṭaḥ alarkavisharishtah अलर्कविषारिष्टः the disorder is characterized by tadrūpaṁ (daṁṣṭriṇā yēna daṣṭaḥ) apsu darśanam [visualising the image of animal bitting in water], abhīkṣṇam trāsaḥ (jalaṁ dr̥ṣṭvā spr̥ṣṭvā vā ) [becomes frightened at the sight or touch of water]"
PE-4,kīṭaviṣaḥ,"kīṭaviṣaḥ kīṭaviṣaḥ kitavishah कीटविषः the disorder is characterized by karṇikāḥ [thorny], śōphaḥ [oedema], jvaraḥ [fever], kaṇḍūḥ [itching], arōcakaḥ [tastelessness]"
PE-4.1,kīṭaviṣavēgaḥ,"kīṭaviṣavēgaḥ kīṭaviṣavēgaḥ kitavishavegah कीटविषवेगः the disorder is characterized by vardhiṣṇu śōphaḥ [increasing swelling], visraraktatā [blood with smell of raw meat], śirōgauravam [heavines of head], akṣigauravam [heaviness of eyes], mūrcchā [syncope attacks of swooning], bhramaḥ [giddiness or dizziness], śvāsaḥ [breathlessness difficult breathing], ativēdanā [severe pain]"
PE-4.2,vātanimittajakīṭaviṣaḥ/vatajakīṭaviṣa,"vātanimittajakīṭaviṣaḥ vatajakīṭaviṣa vātanimittajakīṭaviṣaḥ vatajakīṭaviṣa vatanimittajakitavishah vatajakitavisha वातनिमित्तजकीटविषः वतजकीटविष the disorder is characterized by hr̥tpīḍā [precordial pain cardiac pain], ūrdhvānilaḥ [upward movement of vāyu], stambhaḥ [rigidity stiffness], sirāyāmaḥ [dilatation of the veins], asthiparvaruk [pain in the bones and joints], ghūrṇanam [giddiness], udvēṣṭanam [cramps], tōdōlbaṇaḥ [pricking type of pain], rujōlbaṇaḥ [pain], gātraśyāvatā [blackish brown discoloration of the body]"
PE-4.3,pittanimittaja-kīṭaviṣaḥ/āgnēya-kīṭaviṣaḥ,"pittanimittaja kīṭaviṣaḥ āgnēya kīṭaviṣaḥ pittanimittaja kīṭaviṣaḥ āgnēya kīṭaviṣaḥ pittanimittaja kitavishah agneya kitavishah पित्तनिमित्तज कीटविषः आग्नेय कीटविषः the disorder is characterized by saṁjñānāśaḥ [loss of conciousness], uṣṇaniśvāsaḥ [hot breath], hr̥ddāhaḥ [burning sensation in the precordial cardiac region], kaṭukāsyatā [pungent taste in mouth], daṁśāvadaraṇam [cracking of the tissue in place of bite], raktaśōthaḥ [reddish oedema], pītaśōthaḥ [yellow oedema at the site of the bite], māṁsāvadaraṇam [cracking of the māṁsa in the place of bite], alpasaṁsrāvaḥ [minimal discharge], dāhaḥ [burning sensation], rāgaḥ [redness congestion], visarpaḥ [spreading cellulitis erysipelas], pakvapīluphalaprakhyaḥ [resembling ripe fruit of pīlu (salvadora persica)], kharjūrasadr̥śaḥ [resembling the fruit of date]"
PE-4.4,kaphanimittaja/kīṭaviṣaḥ,"kaphanimittaja kīṭaviṣaḥ kaphanimittaja kīṭaviṣaḥ kapanimittaja kitavishah कफनिमित्तज कीटविषः the disorder is characterized by vamiḥ chardiḥ [vomiting], arōcakaḥ [tastelessness], hr̥llāsaḥ [nausea], prasēkaḥ [excessive salivation], utklēśaḥ [nausea provocation of dōṣa], gauravam [heaviness], śaityam [coldness], mukhamādhuryam [sweet taste in mouth], pīnasaḥ [cold, catarrh], mandarujaḥ [mild pain], pakvōdumbarasannibhaḥ [swelling resemble ripe udumbara fig fruit]"
PE-4.5,sānnipātika/kīṭaviṣaḥ,"sānnipātika kīṭaviṣaḥ sānnipātika kīṭaviṣaḥ sannipatika kitavishah सान्निपातिक कीटविषः the disorder is characterized by srāvāḍhyaḥ [profuse discharge], sarvaliṅagaḥ [clinical features of all types of dōṣa]"
PE-4.6,tīkṣṇa-kīṭaviṣaḥ,"tīkṣṇa kīṭaviṣaḥ tīkṣṇa kīṭaviṣaḥ tikshna kitavishah तीक्ष्ण कीटविषः the disorder is characterized by jvaraḥ [fever], aṅgamardaḥ [generalised bodyache], rōmāñcaḥ [horripilation], vēdanā [pain], chardiḥ [vomiting], atisāraḥ [diarrhoea], tr̥ṣṇā [thirst], dāhaḥ [burning sensation], mūrchā [syncope attacks of swooning], vijr̥mbhikā [yawning], vēpathuḥ [shivering tremors], śvāsaḥ [breathlessness difficult breathing], hikkā [hiccup], dāruṇadāhaḥ [extreme burning sensation], dāruṇaśītam [extreme chills], piḍakōpacayaḥ [increasing papules in size], śōphaḥ [oedema], granthiḥ [glandular swellings], maṇḍalāni [circular patches], dadruḥ [signs of dadru], karṇikā [thorny nodules], visarpaḥ [spreading cellulitis erysipelas], kiṭibhaḥ [clinical features of kiṭibha]"
PE-4.7,manda-kīṭaviṣaḥ,"manda kīṭaviṣaḥ manda kīṭaviṣaḥ manda kitavishah मन्द कीटविषः the disorder is characterized by prasēkaḥ [excessive salivation], arōcakaḥ [tastelessness], chardiḥ [vomiting], śirōgauravam [heaviness of head], śītakāḥ [coldness], piḍakājanma [papule eruptions in body], kōṭhajanma [wheal like skin lesion], kaṇḍūjanma [itching]"
SQ61 (PE-4.8),(a) garaviṣaḥ,"(a) garaviṣaḥ (a) garaviṣaḥ garavishah गरविषः it is characterised by palor, emaciation, swelling of body parts. this may be explained by: (a) impairment of functioning of ojas due to poison."
PE-4.9,kaṇabha-daṣṭaḥ,"kaṇabha daṣṭaḥ kaṇabha daṣṭaḥ kanaba dashtah कणभ दष्टः the disorder is characterized by śvayathuḥ [swelling], aṅgamardaḥ [generalised bodyache], gurugātratā [heaviness of body], daṁśakr̥ṣṇatā [blackishness at bite site], visarpaḥ [spreading cellulitis erysipelas], śūlam [colicky pain in the abdomen], jvaraḥ [fever], chardiḥ [vomiting], daṁśaviśīrṇanam [cracking, decaying of tissue at bite site]"
PE-4.10,gōdhēraka-daṣṭaḥ,"gōdhēraka daṣṭaḥ gōdhēraka daṣṭaḥ godheraka dashtah गोधेरक दष्टः the disorder is characterized by śōphaḥ [oedema], dāhaḥ [burning sensation], rujā [pain], granthiḥ [glandular swellings], jvaraḥ [fever]"
PE-4.11,galagōlikādaṣṭaḥ,"galagōlikādaṣṭaḥ galagōlikādaṣṭaḥ galagolikadashtah गलगोलिकादष्टः the disorder is characterized by dāhaḥ [burning sensation], śōphaḥ [oedema], klēdaḥ [moistening soddening]"
PE-4.12,sarṣapika/galagōlikādaṣṭaḥ,"sarṣapika galagōlikādaṣṭaḥ sarṣapika galagōlikādaṣṭaḥ sarshapika galagolikadashtah सर्षपिक गलगोलिकादष्टः the disorder is characterized by hr̥dayapīḍā [pain in the pericordial region angina pectoris], atisāraḥ [diarrhoea]"
