Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
2450,,,,,differential signs and symptoms,,,‘alāmāt fāriqa ‘alāmāt fāriqa ‘alāmāt fāriqa ‘alāmāt fāriqa علامات فارقہ علامات فارقہ علامات فارقہ علامات فارقہ differential signs and symptoms differential signs and symptoms differential signs and symptoms,‘alāmāt fāriqa,unani,Q-15,‘Alāmāt Fāriqa,‘Alāmāt Fāriqa,2451,Q-15,علامات فارقہ,‘Alāmāt Fāriqa
2451,,,,,present signs and symptoms,,,dalā’il ḥāḍira dalā’il ḥāḍira dalā’il ḥāḍira dalā’il ḥāḍira دلائل حاضرۃ دلائل حاضرۃ دلائل حاضرۃ دلائل حاضرۃ present signs and symptoms present signs and symptoms present signs and symptoms,dalā’il ḥāḍira,unani,Q-16,Dalā’il Ḥāḍira,Dalā’il Ḥāḍira,2452,Q-16,دلائل حاضرۃ,Dalā’il Ḥāḍira
2452,,,,,past signs and symptoms,,,dalā’il māḍiya dalā’il māḍiya dalā’il māḍiya dalā’il māḍiya دلائل ماضیۃ دلائل ماضیۃ دلائل ماضیۃ دلائل ماضیۃ past signs and symptoms past signs and symptoms past signs and symptoms,dalā’il māḍiya,unani,Q-17,Dalā’il Māḍiya,Dalā’il Māḍiya,2453,Q-17,دلائل ماضیۃ,Dalā’il Māḍiya
2453,,,,,signs and symptoms of external diseases,signs and symptoms of external diseases that can be detected by specific sensory organ or combination of sensory organs,,‘alāmāt-i-amrāḍ ẓāhira ‘alāmāt-i-amrāḍ ẓāhira ‘alāmāt-i-amrāḍ ẓāhira ‘alāmāt-i-amrāḍ ẓāhira علامات امراض ظاہرہ علامات امراض ظاہرہ علامات امراض ظاہرہ علامات امراض ظاہرہ signs and symptoms of external diseases signs and symptoms of external diseases signs and symptoms of external diseases signs and symptoms of external diseases that can be detected by specific sensory organ or combination of sensory organs,‘alāmāt-i-amrāḍ ẓāhira,unani,Q-18,‘Alāmāt-i-Amrāḍ Ẓāhira,‘Alāmāt-i-Amrāḍ Ẓāhira,2454,Q-18,علامات امراض ظاہرہ,‘Alāmāt-i-Amrāḍ Ẓāhira
2454,,,,,signs and symptoms of internal diseases,"signs and symptoms of internal diseases like disease of liver, disease of lungs etc.",,"‘alāmāt-i-amrāḍ bāṭina ‘alāmāt-i-amrāḍ bāṭina ‘alāmāt-i-amrāḍ bāṭina ‘alāmāt-i-amrāḍ bāṭina علامات امراض باطنہ علامات امراض باطنہ علامات امراض باطنہ علامات امراض باطنہ signs and symptoms of internal diseases signs and symptoms of internal diseases signs and symptoms of internal diseases signs and symptoms of internal diseases like disease of liver, disease of lungs etc.",‘alāmāt-i-amrāḍ bāṭina,unani,Q-19,‘Alāmāt-i-Amrāḍ Bāṭina,‘Alāmāt-i-Amrāḍ Bāṭina,2455,Q-19,علامات امراض باطنہ,‘Alāmāt-i-Amrāḍ Bāṭina
2455,,,,,signs and symptoms of distension/ retention of flatus,"signs and symptoms of distension commonly in the abdomen, which are pain, movement and sound due to flatus and feeling of flatus by touch",,"‘alāmāt-i-riyāḥ ‘alāmāt-i-riyāḥ ‘alāmāt-i-riyāḥ ‘alāmāt-i-riyāḥ علامات ریاح علامات ریاح علامات ریاح علامات ریاح signs and symptoms of distension/ retention of flatus signs and symptoms of distension/ retention of flatus signs and symptoms of distension/ retention of flatus signs and symptoms of distension commonly in the abdomen, which are pain, movement and sound due to flatus and feeling of flatus by touch",‘alāmāt-i-riyāḥ,unani,Q-20,‘Alāmāt-i-Riyāḥ,‘Alāmāt-i-Riyāḥ,2456,Q-20,علامات ریاح,‘Alāmāt-i-Riyāḥ
2456,,,,,signs and symptoms of inflammation,"these include  heaviness, loss of function, increased temperature and pain, if found in pain sensitive organ",,"‘alāmāt-i-awrām ‘alāmāt-i-awrām ‘alāmāt-i-awrām ‘alāmāt-i-awrām علامات اورام علامات اورام علامات اورام علامات اورام signs and symptoms of inflammation signs and symptoms of inflammation signs and symptoms of inflammation these include heaviness, loss of function, increased temperature and pain, if found in pain sensitive organ",‘alāmāt-i-awrām,unani,Q-21,‘Alāmāt-i-Awrām,‘Alāmāt-i-Awrām,2457,Q-21,علامات اورام,‘Alāmāt-i-Awrām
2457,,,,,signs and symptoms of loss of continuity,"these include  pain, discharge and signs and symptoms  vary according to every organ",,"‘alāmāt-i-tafarruq-i-ittiṣāl ‘alāmāt-i-tafarruq-i-ittiṣāl ‘alāmāt-i-tafarruq-i-ittiṣāl ‘alāmāt-i-tafarruq-i-ittiṣāl علامات تفرق اتصال علامات تفرق اتصال علامات تفرق اتصال علامات تفرق اتصال signs and symptoms of loss of continuity signs and symptoms of loss of continuity signs and symptoms of loss of continuity these include pain, discharge and signs and symptoms vary according to every organ",‘alāmāt-i-tafarruq-i-ittiṣāl,unani,Q-22,‘Alāmāt-i-Tafarruq-i-Ittiṣāl,‘Alāmāt-i-Tafarruq-i-Ittiṣāl,2458,Q-22,علامات تفرق اتصال,‘Alāmāt-i-Tafarruq-i-Ittiṣāl
2458,,,,,heaviness in the whole body,heaviness in the whole body is a feature of predominance of sanguine,,thiqal jamī‘ al-badan thiqal jamī‘ al-badan thiqal jamī‘ al-badan thiqal jamī‘ al-badan ثقل جمیع البدن ثقل جمیع البدن ثقل جمیع البدن ثقل جمیع البدن heaviness in the whole body heaviness in the whole body heaviness in the whole body heaviness in the whole body is a feature of predominance of sanguine,thiqal jamī‘ al-badan,unani,Q-23,Thiqal Jamī‘ al-Badan,Thiqal Jamī‘ al-Badan,2459,Q-23,ثقل جمیع البدن,Thiqal Jamī‘ al-Badan
2459,,,,,heaviness of the head,heaviness of the head is usual symptom of predominance of sanguine,,thiqal al-ra's thiqal al-ra's thiqal al-ra's thiqal al-ra's ثقل الراس ثقل الراس ثقل الراس ثقل الراس heaviness of the head heaviness of the head heaviness of the head heaviness of the head is usual symptom of predominance of sanguine,thiqal al-ra's,unani,Q-24,Thiqal al-Ra's,Thiqal al-Ra's,2460,Q-24,ثقل الراس,Thiqal al-Ra's
2460,,,,,heaviness in the eyes,heaviness in the eyes  is a usual symptom of predominance of sanguine,,thiqal al-‘aynayn thiqal al-‘aynayn thiqal al-‘aynayn thiqal al-‘aynayn ثقل العینین ثقل العینین ثقل العینین ثقل العینین heaviness in the eyes heaviness in the eyes heaviness in the eyes heaviness in the eyes is a usual symptom of predominance of sanguine,thiqal al-‘aynayn,unani,Q-25,Thiqal al-‘Aynayn,Thiqal al-‘Aynayn,2461,Q-25,ثقل العینین,Thiqal al-‘Aynayn
2461,,,,,heaviness in the temporal region,heaviness in the temporal region is a symptom of predominance of sanguine,,thiqal al-ṣudghayn thiqal al-ṣudghayn thiqal al-ṣudghayn thiqal al-ṣudghayn ثقل الصدغین ثقل الصدغین ثقل الصدغین ثقل الصدغین heaviness in the temporal region heaviness in the temporal region heaviness in the temporal region heaviness in the temporal region is a symptom of predominance of sanguine,thiqal al-ṣudghayn,unani,Q-26,Thiqal al-Ṣudghayn,Thiqal al-Ṣudghayn,2462,Q-26,ثقل الصدغین,Thiqal al-Ṣudghayn
2462,,,,,breaking/ aching pain in the body,"feeling of pain and breaking of organs of the body, is a symptom of predominance of sanguine",,"takassur fi’l a‘ḍā’ takassur fi’l a‘ḍā’ takassur fi’l a‘ḍā’ takassur fi’l a‘ḍā’ تکسر فی الاعضاء تکسر فی الاعضاء تکسر فی الاعضاء تکسر فی الاعضاء breaking/ aching pain in the body breaking/ aching pain in the body breaking/ aching pain in the body feeling of pain and breaking of organs of the body, is a symptom of predominance of sanguine",takassur fi’l a‘ḍā’,unani,Q-27,Takassur fi’l A‘ḍā’,Takassur fi’l A‘ḍā’,2463,Q-27,تکسر فی الاعضاء,Takassur fi’l A‘ḍā’
2463,,,,,flabbiness/ softness of the body,"flabbiness/ softness of the body i.e. loose, soft and fleshy body is a symptom of  predominance of phlegm",,"tarahhul al-badan tarahhul al-badan tarahhul al-badan tarahhul al-badan ترھل البدن ترھل البدن ترھل البدن ترھل البدن flabbiness/ softness of the body flabbiness/ softness of the body flabbiness/ softness of the body flabbiness/ softness of the body i.e. loose, soft and fleshy body is a symptom of predominance of phlegm",tarahhul al-badan,unani,Q-28,Tarahhul al-Badan,Tarahhul al-Badan,2464,Q-28,ترھل البدن,Tarahhul al-Badan
2464,,,,,feeling of dullness/ sluggishness of the body,"feeling of dullness and tiredness of the body, is the symptom of    predominance of phlegm",,"kasal al-badan kasal al-badan kasal al-badan kasal al-badan کسل البدن کسل البدن کسل البدن کسل البدن feeling of dullness/ sluggishness of the body feeling of dullness/ sluggishness of the body feeling of dullness/ sluggishness of the body feeling of dullness and tiredness of the body, is the symptom of predominance of phlegm",kasal al-badan,unani,Q-29,Kasal al-Badan,Kasal al-Badan,2465,Q-29,کسل البدن,Kasal al-Badan
2465,,,,,looseness of the nerve,looseness of the nerve is a symptom of  predominance of phlegm,,rakhāwa al-a‘ṣāb rakhāwa al-a‘ṣāb rakhāwa al-a‘ṣāb rakhāwa al-a‘ṣāb رخاوۃ الاعصاب رخاوۃ الاعصاب رخاوۃ الاعصاب رخاوۃ الاعصاب looseness of the nerve looseness of the nerve looseness of the nerve looseness of the nerve is a symptom of predominance of phlegm,rakhāwa al-a‘ṣāb,unani,Q-30,Rakhāwa al-A‘ṣāb,Rakhāwa al-A‘ṣāb,2466,Q-30,رخاوۃ الاعصاب,Rakhāwa al-A‘ṣāb
2466,,,,,whitish colouration of the body / excessive pallor of the body,whitish colouration of the body/ excessive pallor of the body is a sign of predominance of phlegm,,bayāḍ lawn al-badan bayāḍ lawn al-badan bayāḍ lawn al-badan bayāḍ lawn al-badan بیاض لون البدن بیاض لون البدن بیاض لون البدن بیاض لون البدن whitish colouration of the body / excessive pallor of the body whitish colouration of the body / excessive pallor of the body whitish colouration of the body / excessive pallor of the body whitish colouration of the body/ excessive pallor of the body is a sign of predominance of phlegm,bayāḍ lawn al-badan,unani,Q-31,Bayāḍ Lawn al-Badan,Bayāḍ Lawn al-Badan,2467,Q-31,بیاض لون البدن,Bayāḍ Lawn al-Badan
2467,,,,,softness of the body,feeling of softness of the body is a sign of predominance of phlegm,,līn malmas al-badan līn malmas al-badan līn malmas al-badan līn malmas al-badan لین ملمس البدن لین ملمس البدن لین ملمس البدن لین ملمس البدن softness of the body softness of the body softness of the body feeling of softness of the body is a sign of predominance of phlegm,līn malmas al-badan,unani,Q-32,Līn Malmas al-Badan,Līn Malmas al-Badan,2468,Q-32,لین ملمس البدن,Līn Malmas al-Badan
2468,,,,,yellowish colouration of body,yellowish colouration is a feature of predominance of yellow bile,,ṣufra al-lawn ṣufra al-lawn ṣufra al-lawn ṣufra al-lawn صفرۃ اللون صفرۃ اللون صفرۃ اللون صفرۃ اللون yellowish colouration of body yellowish colouration of body yellowish colouration of body yellowish colouration is a feature of predominance of yellow bile,ṣufra al-lawn,unani,Q-33,Ṣufra al-Lawn,Ṣufra al-Lawn,2469,Q-33,صفرۃ اللون,Ṣufra al-Lawn
2469,,,,,yellowish face,yellowish discolouration of face is a sign of bilious predominance,,ṣufra al-wajh ṣufra al-wajh ṣufra al-wajh ṣufra al-wajh صفرۃ الوجہ صفرۃ الوجہ صفرۃ الوجہ صفرۃ الوجہ yellowish face yellowish face yellowish face yellowish discolouration of face is a sign of bilious predominance,ṣufra al-wajh,unani,Q-34,Ṣufra al-Wajh,Ṣufra al-Wajh,2470,Q-34,صفرۃ الوجہ,Ṣufra al-Wajh
2470,,,,,yellowish eyes,"yellow discoloration of eyes, is a sign of  bilious predominance",,"ṣufra al-‘ayn ṣufra al-‘ayn ṣufra al-‘ayn ṣufra al-‘ayn صفرۃ العین صفرۃ العین صفرۃ العین صفرۃ العین yellowish eyes yellowish eyes yellowish eyes yellow discoloration of eyes, is a sign of bilious predominance",ṣufra al-‘ayn,unani,Q-35,Ṣufra al-‘Ayn,Ṣufra al-‘Ayn,2471,Q-35,صفرۃ العین,Ṣufra al-‘Ayn
2471,,,,,bitter taste in the mouth,"bitter taste in the mouth, is a symptom of  bilious predominance",,"marāra al-fam marāra al-fam marāra al-fam marāra al-fam مرارۃ الفم مرارۃ الفم مرارۃ الفم مرارۃ الفم bitter taste in the mouth bitter taste in the mouth bitter taste in the mouth bitter taste in the mouth, is a symptom of bilious predominance",marāra al-fam,unani,Q-36,Marāra al-Fam,Marāra al-Fam,2472,Q-36,مرارۃ الفم,Marāra al-Fam
2472,,,,,roughness of tongue,"roughness of the tongue, is a symptom of  bilious predominance",,"khashin al-lisān khashin al-lisān khashin al-lisān khashin al-lisān خشن اللسان خشن اللسان خشن اللسان خشن اللسان roughness of tongue roughness of tongue roughness of tongue roughness of the tongue, is a symptom of bilious predominance",khashin al-lisān,unani,Q-37,Khashin al-Lisān,Khashin al-Lisān,2473,Q-37,خشن اللسان,Khashin al-Lisān
