Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
1759,1759,Z2,Vātakarṣaṇam,வாதகர்ஷணம்,Peripheral Neuritis,"It is characterized by numbness and smoothness of the foot, pain all over the body, restricted movements of the spine. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:54","vātakarṣaṇam vātakarṣaṇam vātakarṣaṇam vātakarṣaṇam வாதகர்ஷணம் வாதகர்ஷணம் வாதகர்ஷணம் வாதகர்ஷணம் peripheral neuritis peripheral neuritis peripheral neuritis it is characterized by numbness and smoothness of the foot, pain all over the body, restricted movements of the spine. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:54",vātakarṣaṇam,siddha,Z2,Vātakarṣaṇam,Vātakarṣaṇam,,,,
1760,1760,Z3,Karastampam,கரஸ்தம்பம்,Peripheral Neuritis clue to DM,"It is characterized by pain and inflammation on the feet of both legs, feeling irritated throughout the body, dryness of mouth, feeling of worms crawling on the bottom of the foot. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtāt","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:54","karastampam karastampam karastampam karastampam கரஸ்தம்பம் கரஸ்தம்பம் கரஸ்தம்பம் கரஸ்தம்பம் peripheral neuritis clue to dm peripheral neuritis clue to dm peripheral neuritis clue to dm it is characterized by pain and inflammation on the feet of both legs, feeling irritated throughout the body, dryness of mouth, feeling of worms crawling on the bottom of the foot. it is explained by increased vali along with aẕal. among the seven uṭaṟtāt anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:54",karastampam,siddha,Z3,Karastampam,Karastampam,,,,
1761,1761,Z4,Talastampam,தலஸ்தம்பம்,Plantar fascitis,"It is characterized by swollen legs, darken soles, unable to bend the body, dry skin. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:54","talastampam talastampam talastampam talastampam தலஸ்தம்பம் தலஸ்தம்பம் தலஸ்தம்பம் தலஸ்தம்பம் plantar fascitis plantar fascitis plantar fascitis it is characterized by swollen legs, darken soles, unable to bend the body, dry skin. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:54",talastampam,siddha,Z4,Talastampam,Talastampam,,,,
1762,1762,Z5,Pūcuvātam,பூசுவாதம்,Rectal emphysema,"It is characterized by pain on the base of the spinal cord, feeling like throbbing pain in nerves, relaxation of nerve decreases the intensity of illness, unbearable pain will be there. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāra","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:55","pūcuvātam pūcuvātam pūcuvātam pūcuvātam பூசுவாதம் பூசுவாதம் பூசுவாதம் பூசுவாதம் rectal emphysema rectal emphysema rectal emphysema it is characterized by pain on the base of the spinal cord, feeling like throbbing pain in nerves, relaxation of nerve decreases the intensity of illness, unbearable pain will be there. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāra anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:55",pūcuvātam,siddha,Z5,Pūcuvātam,Pūcuvātam,,,,
1763,1763,Z6,Kāḷāñcakavātam,காளாஞ்சகவாதம்,Psoriatic arthritis,"It is characterized by itching present in the shoulder joint, knee joint, restricted movements, unable to walk. Erythematous lesions with bleeding, cause irritation and pain, white scales, like a fish scratch. If is not treated properly, the disease will","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:55","kāḷāñcakavātam kāḷāñcakavātam kāḷāñcakavātam kāḷāñcakavātam காளாஞ்சகவாதம் காளாஞ்சகவாதம் காளாஞ்சகவாதம் காளாஞ்சகவாதம் psoriatic arthritis psoriatic arthritis psoriatic arthritis it is characterized by itching present in the shoulder joint, knee joint, restricted movements, unable to walk. erythematous lesions with bleeding, cause irritation and pain, white scales, like a fish scratch. if is not treated properly, the disease will anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:55",kāḷāñcakavātam,siddha,Z6,Kāḷāñcakavātam,Kāḷāñcakavātam,,,,
1764,1764,Z7,Ūrustampavātam,ஊருஸ்தம்பவாதம்,Gynoid type of obesity,"It is characterized by vali accumulated in the affected areas, heaviness present in the upper limbs, pricking pain, heaviness of head. It is explained by increased vali along with aaiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:55","ūrustampavātam ūrustampavātam ūrustampavātam ūrustampavātam ஊருஸ்தம்பவாதம் ஊருஸ்தம்பவாதம் ஊருஸ்தம்பவாதம் ஊருஸ்தம்பவாதம் gynoid type of obesity gynoid type of obesity gynoid type of obesity it is characterized by vali accumulated in the affected areas, heaviness present in the upper limbs, pricking pain, heaviness of head. it is explained by increased vali along with aaiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:55",ūrustampavātam,siddha,Z7,Ūrustampavātam,Ūrustampavātam,,,,
1765,1765,Z8,Vātakarṉakam,வாதகர்னகம்,Meneire disease,"It is characterized by stumble walking, heat present all over the body, sometimes bleeding present, unable to hear, lack of co-ordination. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:55","vātakarṉakam vātakarṉakam vātakarṉakam vātakarṉakam வாதகர்னகம் வாதகர்னகம் வாதகர்னகம் வாதகர்னகம் meneire disease meneire disease meneire disease it is characterized by stumble walking, heat present all over the body, sometimes bleeding present, unable to hear, lack of co-ordination. it is explained by increased vali along with aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:55",vātakarṉakam,siddha,Z8,Vātakarṉakam,Vātakarṉakam,,,,
1766,1766,Z9,Kuriṣikiriṣavātam,குரிஷிகிரிஷவாதம்,Strangulated inguinal hernia,"It is characterized by snake poison spreading all over the body, pricking pain all over the body, associated with bowel disease. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:56","kuriṣikiriṣavātam kuriṣikiriṣavātam kuriṣikiriṣavātam kuriṣikiriṣavātam குரிஷிகிரிஷவாதம் குரிஷிகிரிஷவாதம் குரிஷிகிரிஷவாதம் குரிஷிகிரிஷவாதம் strangulated inguinal hernia strangulated inguinal hernia strangulated inguinal hernia it is characterized by snake poison spreading all over the body, pricking pain all over the body, associated with bowel disease. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:56",kuriṣikiriṣavātam,siddha,Z9,Kuriṣikiriṣavātam,Kuriṣikiriṣavātam,,,,
1767,1767,Z10,Narittalai Vātam,நரித்தலை வாதம்,Gonococcal arthritis,"It is characterized by swelling in knee joint, restricted movements, early morning stiffness, and knee joint swells like fox head accumulated with blood sometimes. Patients suffering from depression. It is explained by increased vali along with aaiyam. Am","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:56","narittalai vātam narittalai vātam narittalai vātam narittalai vātam நரித்தலை வாதம் நரித்தலை வாதம் நரித்தலை வாதம் நரித்தலை வாதம் gonococcal arthritis gonococcal arthritis gonococcal arthritis it is characterized by swelling in knee joint, restricted movements, early morning stiffness, and knee joint swells like fox head accumulated with blood sometimes. patients suffering from depression. it is explained by increased vali along with aaiyam. am anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:56",narittalai vātam,siddha,Z10,Narittalai Vātam,Narittalai Vātam,,,,
1768,1768,Z11,Kumpa Vātam,கும்ப வாதம்,Periarthritis cervical radiculopathy.,"It is characterized by dropsy, restricted movements, fatique, gripping pain in groin, giddiness, pain underneath the knee, inflammation in tonsils. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:56","kumpa vātam kumpa vātam kumpa vātam kumpa vātam கும்ப வாதம் கும்ப வாதம் கும்ப வாதம் கும்ப வாதம் periarthritis cervical radiculopathy. periarthritis cervical radiculopathy. periarthritis cervical radiculopathy. it is characterized by dropsy, restricted movements, fatique, gripping pain in groin, giddiness, pain underneath the knee, inflammation in tonsils. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:56",kumpa vātam,siddha,Z11,Kumpa Vātam,Kumpa Vātam,,,,
1769,1769,Z12,Malaittakampa Vātam,மலைத்தகம்ப வாதம்,Aggrevation of vatha with neuritis all over the body,"It is characterized by restricted movements in wrist joints, swelling, lips looks black, smells bad odour. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:56","malaittakampa vātam malaittakampa vātam malaittakampa vātam malaittakampa vātam மலைத்தகம்ப வாதம் மலைத்தகம்ப வாதம் மலைத்தகம்ப வாதம் மலைத்தகம்ப வாதம் aggrevation of vatha with neuritis all over the body aggrevation of vatha with neuritis all over the body aggrevation of vatha with neuritis all over the body it is characterized by restricted movements in wrist joints, swelling, lips looks black, smells bad odour. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:56",malaittakampa vātam,siddha,Z12,Malaittakampa Vātam,Malaittakampa Vātam,,,,
1770,1770,Z13,Pāṇikkampa Vātam,பாணிக்கம்ப வாதம்,Parkinsonism,"It is characterized by shivering, insomnia, body is full of flatness, glued hands, dryness of skin and mouth. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:56","pāṇikkampa vātam pāṇikkampa vātam pāṇikkampa vātam pāṇikkampa vātam பாணிக்கம்ப வாதம் பாணிக்கம்ப வாதம் பாணிக்கம்ப வாதம் பாணிக்கம்ப வாதம் parkinsonism parkinsonism parkinsonism it is characterized by shivering, insomnia, body is full of flatness, glued hands, dryness of skin and mouth. it is explained by increased vali along with aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:56",pāṇikkampa vātam,siddha,Z13,Pāṇikkampa Vātam,Pāṇikkampa Vātam,,,,
1771,1771,Z14,Kūṉi Vātam,கூனி வாதம்,Vatham with scoliatic features,"It is characterized by vomiting, numbness, pain throughout the body, chilled body, the body will find a sense of choking. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:57","kūṉi vātam kūṉi vātam kūṉi vātam kūṉi vātam கூனி வாதம் கூனி வாதம் கூனி வாதம் கூனி வாதம் vatham with scoliatic features vatham with scoliatic features vatham with scoliatic features it is characterized by vomiting, numbness, pain throughout the body, chilled body, the body will find a sense of choking. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:57",kūṉi vātam,siddha,Z14,Kūṉi Vātam,Kūṉi Vātam,,,,
1772,1772,Z15,Ākuṉivātam,ஆகுனிவாதம்,Increased vatham and scolisis with odema,"It is characterized by body pain, cold and cough, excessive salivation, sweating, loss of equilibrium and frequent mental retardation. It is explained by increased vali along with aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:57","ākuṉivātam ākuṉivātam ākuṉivātam ākuṉivātam ஆகுனிவாதம் ஆகுனிவாதம் ஆகுனிவாதம் ஆகுனிவாதம் increased vatham and scolisis with odema increased vatham and scolisis with odema increased vatham and scolisis with odema it is characterized by body pain, cold and cough, excessive salivation, sweating, loss of equilibrium and frequent mental retardation. it is explained by increased vali along with aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:57",ākuṉivātam,siddha,Z15,Ākuṉivātam,Ākuṉivātam,,,,
1773,1773,Z16,Aṉōpakavātam,அனோபகவாதம்,Hepatitis,"It is characterized by pain in the stomach and liver, increased body weight, feeling of mobility all over the body. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:57","aṉōpakavātam aṉōpakavātam aṉōpakavātam aṉōpakavātam அனோபகவாதம் அனோபகவாதம் அனோபகவாதம் அனோபகவாதம் hepatitis hepatitis hepatitis it is characterized by pain in the stomach and liver, increased body weight, feeling of mobility all over the body. it is explained by increased vali along with aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:57",aṉōpakavātam,siddha,Z16,Aṉōpakavātam,Aṉōpakavātam,,,,
1774,1774,Z17,Vāta Upakatam,வாத உபகதம்,Peripheral Neuritis due to vit B1deficiency,"It is characterized by excessive sense of smell, increased appetite, physically active, giddiness. It is explained by increased vali and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:57","vāta upakatam vāta upakatam vāta upakatam vāta upakatam வாத உபகதம் வாத உபகதம் வாத உபகதம் வாத உபகதம் peripheral neuritis due to vit b1deficiency peripheral neuritis due to vit b1deficiency peripheral neuritis due to vit b1deficiency it is characterized by excessive sense of smell, increased appetite, physically active, giddiness. it is explained by increased vali and aẕal. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:57",vāta upakatam,siddha,Z17,Vāta Upakatam,Vāta Upakatam,,,,
1775,1775,Z18,Neṟṟicūlai Vātam,நெற்றிசூலை வாதம்,Glucoma,"It is characterized by pain in the eye, eyebrows, nostrils and larynx causing ulceration, severe pain in the arm, foot and body organs, loss of sleep. It is explained by increased vali along with Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:58","neṟṟicūlai vātam neṟṟicūlai vātam neṟṟicūlai vātam neṟṟicūlai vātam நெற்றிசூலை வாதம் நெற்றிசூலை வாதம் நெற்றிசூலை வாதம் நெற்றிசூலை வாதம் glucoma glucoma glucoma it is characterized by pain in the eye, eyebrows, nostrils and larynx causing ulceration, severe pain in the arm, foot and body organs, loss of sleep. it is explained by increased vali along with aẕal. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ and anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:58",neṟṟicūlai vātam,siddha,Z18,Neṟṟicūlai Vātam,Neṟṟicūlai Vātam,,,,
1776,1776,Z19,Karṉa Cūlai Vātam,கர்ன சூலை வாதம்,Pustular otitis media,"It is characterized by tinnitus, ear ache, thirsty, un easiness in mind, mood disorder and sometimes stroke. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:58","karṉa cūlai vātam karṉa cūlai vātam karṉa cūlai vātam karṉa cūlai vātam கர்ன சூலை வாதம் கர்ன சூலை வாதம் கர்ன சூலை வாதம் கர்ன சூலை வாதம் pustular otitis media pustular otitis media pustular otitis media it is characterized by tinnitus, ear ache, thirsty, un easiness in mind, mood disorder and sometimes stroke. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ and koẕuppu gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:58",karṉa cūlai vātam,siddha,Z19,Karṉa Cūlai Vātam,Karṉa Cūlai Vātam,,,,
1777,1777,Z20,Cevipaṭuvātam,செவிபடுவாதம்,Secretin otitis media,"It is characterized by hearing of sounds produced by tides, mucous discharge, ear block, which is released by coughing, ear ache. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ and Koẕuppu gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:58","cevipaṭuvātam cevipaṭuvātam cevipaṭuvātam cevipaṭuvātam செவிபடுவாதம் செவிபடுவாதம் செவிபடுவாதம் செவிபடுவாதம் secretin otitis media secretin otitis media secretin otitis media it is characterized by hearing of sounds produced by tides, mucous discharge, ear block, which is released by coughing, ear ache. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ and koẕuppu gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:58",cevipaṭuvātam,siddha,Z20,Cevipaṭuvātam,Cevipaṭuvātam,,,,
1778,1778,Z21,Pakka Vātam,பக்க வாதம்,Incomplete hemiplegia,"It is characterized by inability to move, increased pain in the body, seizure, excessive sweat, dryness. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:58","pakka vātam pakka vātam pakka vātam pakka vātam பக்க வாதம் பக்க வாதம் பக்க வாதம் பக்க வாதம் incomplete hemiplegia incomplete hemiplegia incomplete hemiplegia it is characterized by inability to move, increased pain in the body, seizure, excessive sweat, dryness. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:58",pakka vātam,siddha,Z21,Pakka Vātam,Pakka Vātam,,,,
1779,1779,Z22,Pakṣavātam,பக்ஷவாதம்,Complete Hemiplegia,"It is characterized by inability of movements, unable to swallow, excessive salivation, unable to inflate, unable to do anything properly. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:58","pakṣavātam pakṣavātam pakṣavātam pakṣavātam பக்ஷவாதம் பக்ஷவாதம் பக்ஷவாதம் பக்ஷவாதம் complete hemiplegia complete hemiplegia complete hemiplegia it is characterized by inability of movements, unable to swallow, excessive salivation, unable to inflate, unable to do anything properly. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:58",pakṣavātam,siddha,Z22,Pakṣavātam,Pakṣavātam,,,,
1780,1780,Z23,Pēy Vātam,பேய் வாதம்,Inflammation and numbness in the body below the head,"It is characterized by pain and swelling present all over the body, restricted movements, sometimes vomiting, giddiness, fainting. It is explained by increased vali and aiyam. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:59","pēy vātam pēy vātam pēy vātam pēy vātam பேய் வாதம் பேய் வாதம் பேய் வாதம் பேய் வாதம் inflammation and numbness in the body below the head inflammation and numbness in the body below the head inflammation and numbness in the body below the head it is characterized by pain and swelling present all over the body, restricted movements, sometimes vomiting, giddiness, fainting. it is explained by increased vali and aiyam. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:59",pēy vātam,siddha,Z23,Pēy Vātam,Pēy Vātam,,,,
1781,1781,Z24,Pirāṇālaya Vātam,பிராணாலய வாதம்,Aggrevation of vatham and emasciation leading to death,"It is characterized by pain throughout the body, pallor, weakness present in upper and lower limbs, emaciation, shivering. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:59","pirāṇālaya vātam pirāṇālaya vātam pirāṇālaya vātam pirāṇālaya vātam பிராணாலய வாதம் பிராணாலய வாதம் பிராணாலய வாதம் பிராணாலய வாதம் aggrevation of vatham and emasciation leading to death aggrevation of vatham and emasciation leading to death aggrevation of vatham and emasciation leading to death it is characterized by pain throughout the body, pallor, weakness present in upper and lower limbs, emaciation, shivering. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:59",pirāṇālaya vātam,siddha,Z24,Pirāṇālaya Vātam,Pirāṇālaya Vātam,,,,
1782,1782,Z25,Calastampa Vātam,சலஸ்தம்ப வாதம்,Strangury with severe constipation due to vatha,"It is characterized by pain present during micturition, ulcer, sometime decrease urination, nervousness. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr and Ūṉ gets affected.","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:59","calastampa vātam calastampa vātam calastampa vātam calastampa vātam சலஸ்தம்ப வாதம் சலஸ்தம்ப வாதம் சலஸ்தம்ப வாதம் சலஸ்தம்ப வாதம் strangury with severe constipation due to vatha strangury with severe constipation due to vatha strangury with severe constipation due to vatha it is characterized by pain present during micturition, ulcer, sometime decrease urination, nervousness. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr and ūṉ gets affected. anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:59",calastampa vātam,siddha,Z25,Calastampa Vātam,Calastampa Vātam,,,,
1783,1783,Z26,Cantu Vātam,சந்து வாதம்,Polyarthritis,"It is characterized by pain present all over the joints, inflammation present in the joints, physically depressed, dryness present in the mouth and tongue, sometime faintness, painful extremities, sometimes ulceration may present. It is explained by incre","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:59","cantu vātam cantu vātam cantu vātam cantu vātam சந்து வாதம் சந்து வாதம் சந்து வாதம் சந்து வாதம் polyarthritis polyarthritis polyarthritis it is characterized by pain present all over the joints, inflammation present in the joints, physically depressed, dryness present in the mouth and tongue, sometime faintness, painful extremities, sometimes ulceration may present. it is explained by incre anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:59",cantu vātam,siddha,Z26,Cantu Vātam,Cantu Vātam,,,,
1784,1784,Z27,Cakaṉa Vātam,சகன வாதம்,Cervical spandylosis,"It is characterized by pain present in the back of the neck, sometimes up to hips, body becomes heavier, burning sensation present in the eyes. It is explained by increased vali. Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ, Koẕuppu and Eṉpu gets affe","anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:B.Rathina naiyakar and sons,Thirumagal vilasa achuu nilayam.Page No:60","cakaṉa vātam cakaṉa vātam cakaṉa vātam cakaṉa vātam சகன வாதம் சகன வாதம் சகன வாதம் சகன வாதம் cervical spandylosis cervical spandylosis cervical spandylosis it is characterized by pain present in the back of the neck, sometimes up to hips, body becomes heavier, burning sensation present in the eyes. it is explained by increased vali. among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ, koẕuppu and eṉpu gets affe anonymous.(1969).yugimuni vaithiya chinthamani - 800. chennai:b.rathina naiyakar and sons,thirumagal vilasa achuu nilayam.page no:60",cakaṉa vātam,siddha,Z27,Cakaṉa Vātam,Cakaṉa Vātam,,,,
