code,title,fully_specified_name,description,inclusions,exclusions,index_terms,chapter,search_text,normalized_title,term
NE80,"Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified",,,,toxic endophthalmitis; bone-marrow transplant rejection,,chapter22,"injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified toxic endophthalmitis; bone-marrow transplant rejection","injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified","Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified"
NE80.0,"Air embolism following infusion, transfusion or therapeutic injection",,,,,"Air embolism following infusion, transfusion or therapeutic injection",chapter22,"air embolism following infusion, transfusion or therapeutic injection air embolism following infusion, transfusion or therapeutic injection air embolism following infusion, transfusion or therapeutic injection air embolism following infusion, transfusion or therapeutic injection air embolism following infusion, transfusion or therapeutic injection air embolism following infusion, transfusion or therapeutic injection","air embolism following infusion, transfusion or therapeutic injection","Air embolism following infusion, transfusion or therapeutic injection"
NE80.1,ABO incompatibility reaction,,,Reaction to blood-group incompatibility in infusion or transfusion,,ABO incompatibility reaction; Reaction to blood-group incompatibility in infusion or transfusion; incompatible blood transfusion NOS; infusion reaction to incompatible blood group; injury due to mismatched blood used in transfusion; mismatched blood transfused; transfusion reaction to incompatible blood group,chapter22,abo incompatibility reaction abo incompatibility reaction abo incompatibility reaction abo incompatibility reaction; reaction to blood-group incompatibility in infusion or transfusion; incompatible blood transfusion nos; infusion reaction to incompatible blood group; injury due to mismatched blood used in transfusion; mismatched blood transfused; transfusion reaction to incompatible blood group abo incompatibility reaction; reaction to blood-group incompatibility in infusion or transfusion; incompatible blood transfusion nos; infusion reaction to incompatible blood group; injury due to mismatched blood used in transfusion; mismatched blood transfused; transfusion reaction to incompatible blood group abo incompatibility reaction; reaction to blood-group incompatibility in infusion or transfusion; incompatible blood transfusion nos; infusion reaction to incompatible blood group; injury due to mismatched blood used in transfusion; mismatched blood transfused; transfusion reaction to incompatible blood group reaction to blood-group incompatibility in infusion or transfusion reaction to blood-group incompatibility in infusion or transfusion,abo incompatibility reaction,ABO incompatibility reaction
NE80.2,Rh incompatibility reaction,,,Reaction due to Rh factor in infusion or transfusion,,Rh incompatibility reaction; Reaction due to Rh factor in infusion or transfusion; immunization of rh factor from transfusion; rhesus incompatibility reaction,chapter22,rh incompatibility reaction rh incompatibility reaction rh incompatibility reaction rh incompatibility reaction; reaction due to rh factor in infusion or transfusion; immunization of rh factor from transfusion; rhesus incompatibility reaction rh incompatibility reaction; reaction due to rh factor in infusion or transfusion; immunization of rh factor from transfusion; rhesus incompatibility reaction rh incompatibility reaction; reaction due to rh factor in infusion or transfusion; immunization of rh factor from transfusion; rhesus incompatibility reaction reaction due to rh factor in infusion or transfusion reaction due to rh factor in infusion or transfusion,rh incompatibility reaction,Rh incompatibility reaction
NE80.3,Other serum reactions,,,,serum hepatitis,"Other serum reactions; Allergic reaction to serum; serum allergy; Complications of vaccination, protein sickness; Protein sickness; transfusion reaction due to serum protein reaction; Complications of vaccination, serum reaction; Vaccination encephalopathy; serum encephalopathy; Serum rash; urticaria due to serum; Serum sickness",chapter22,"other serum reactions other serum reactions other serum reactions other serum reactions; allergic reaction to serum; serum allergy; complications of vaccination, protein sickness; protein sickness; transfusion reaction due to serum protein reaction; complications of vaccination, serum reaction; vaccination encephalopathy; serum encephalopathy; serum rash; urticaria due to serum; serum sickness other serum reactions; allergic reaction to serum; serum allergy; complications of vaccination, protein sickness; protein sickness; transfusion reaction due to serum protein reaction; complications of vaccination, serum reaction; vaccination encephalopathy; serum encephalopathy; serum rash; urticaria due to serum; serum sickness other serum reactions; allergic reaction to serum; serum allergy; complications of vaccination, protein sickness; protein sickness; transfusion reaction due to serum protein reaction; complications of vaccination, serum reaction; vaccination encephalopathy; serum encephalopathy; serum rash; urticaria due to serum; serum sickness serum hepatitis",other serum reactions,Other serum reactions
NE81,"Injury or harm arising from a procedure, not elsewhere classified",,"Any complication attributable to a medical, surgical or other clinical procedure which cannot be more precisely coded elsewhere in the classification.",,"Injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified; Failure or rejection of transplanted organs or tissues; Harmful effects of drugs, medicaments or biological substances, not elsewhere classified",,chapter22,"injury or harm arising from a procedure, not elsewhere classified injury or harm arising from a procedure, not elsewhere classified injury or harm arising from a procedure, not elsewhere classified any complication attributable to a medical, surgical or other clinical procedure which cannot be more precisely coded elsewhere in the classification. injury or harm arising following infusion, transfusion or therapeutic injection, not elsewhere classified; failure or rejection of transplanted organs or tissues; harmful effects of drugs, medicaments or biological substances, not elsewhere classified","injury or harm arising from a procedure, not elsewhere classified","Injury or harm arising from a procedure, not elsewhere classified"
NE81.0,"Haemorrhage or haematoma complicating a procedure, not elsewhere classified",,,Haemorrhage at any site resulting from a procedure,,,chapter22,"haemorrhage or haematoma complicating a procedure, not elsewhere classified haemorrhage or haematoma complicating a procedure, not elsewhere classified haemorrhage or haematoma complicating a procedure, not elsewhere classified haemorrhage at any site resulting from a procedure haemorrhage at any site resulting from a procedure","haemorrhage or haematoma complicating a procedure, not elsewhere classified","Haemorrhage or haematoma complicating a procedure, not elsewhere classified"
NE81.00,Haematoma of surgical wound of skin,,Collection of blood within skin and soft tissues following surgical wound of skin usually resulting from defective haemostasis,,,Haematoma of surgical wound of skin,chapter22,haematoma of surgical wound of skin haematoma of surgical wound of skin haematoma of surgical wound of skin haematoma of surgical wound of skin haematoma of surgical wound of skin haematoma of surgical wound of skin collection of blood within skin and soft tissues following surgical wound of skin usually resulting from defective haemostasis,haematoma of surgical wound of skin,Haematoma of surgical wound of skin
NE81.01,Haemorrhage and haematoma of eye or ocular adnexa complicating a procedure,,,Intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; Postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure,,Haemorrhage and haematoma of eye or ocular adnexa complicating a procedure; Intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; Intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating other procedure; Postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure; Postprocedural haemorrhage or haematoma of eye or ocular adnexa following other procedure,chapter22,haemorrhage and haematoma of eye or ocular adnexa complicating a procedure haemorrhage and haematoma of eye or ocular adnexa complicating a procedure haemorrhage and haematoma of eye or ocular adnexa complicating a procedure haemorrhage and haematoma of eye or ocular adnexa complicating a procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating other procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following other procedure haemorrhage and haematoma of eye or ocular adnexa complicating a procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating other procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following other procedure haemorrhage and haematoma of eye or ocular adnexa complicating a procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating other procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following other procedure intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure intraoperative haemorrhage or haematoma of eye or ocular adnexa complicating an ophthalmic procedure; postprocedural haemorrhage or haematoma of eye or ocular adnexa following a procedure,haemorrhage and haematoma of eye or ocular adnexa complicating a procedure,Haemorrhage and haematoma of eye or ocular adnexa complicating a procedure
NE81.1,"Disruption of operation wound, not elsewhere classified",,,Dehiscence of operation wound; Rupture of operation wound,Postsurgical anastomosis leak,"Disruption of operation wound, not elsewhere classified; Dehiscence of operation wound; Dehiscence of surgical wound of skin; Rupture of operation wound; burst stitches or sutures; dehiscence of operation wound nos; dehiscence of surgical wound; disruption of operation wound; disruption of operation wound nos; evisceration of operation wound; postoperative wound breakdown; ruptured operation wound; wound breakdown",chapter22,"disruption of operation wound, not elsewhere classified disruption of operation wound, not elsewhere classified disruption of operation wound, not elsewhere classified disruption of operation wound, not elsewhere classified; dehiscence of operation wound; dehiscence of surgical wound of skin; rupture of operation wound; burst stitches or sutures; dehiscence of operation wound nos; dehiscence of surgical wound; disruption of operation wound; disruption of operation wound nos; evisceration of operation wound; postoperative wound breakdown; ruptured operation wound; wound breakdown disruption of operation wound, not elsewhere classified; dehiscence of operation wound; dehiscence of surgical wound of skin; rupture of operation wound; burst stitches or sutures; dehiscence of operation wound nos; dehiscence of surgical wound; disruption of operation wound; disruption of operation wound nos; evisceration of operation wound; postoperative wound breakdown; ruptured operation wound; wound breakdown disruption of operation wound, not elsewhere classified; dehiscence of operation wound; dehiscence of surgical wound of skin; rupture of operation wound; burst stitches or sutures; dehiscence of operation wound nos; dehiscence of surgical wound; disruption of operation wound; disruption of operation wound nos; evisceration of operation wound; postoperative wound breakdown; ruptured operation wound; wound breakdown dehiscence of operation wound; rupture of operation wound dehiscence of operation wound; rupture of operation wound postsurgical anastomosis leak","disruption of operation wound, not elsewhere classified","Disruption of operation wound, not elsewhere classified"
NE81.2,Surgical site infection,,,,,,chapter22,surgical site infection surgical site infection surgical site infection,surgical site infection,Surgical site infection
NE81.20,Superficial incisional site infection,,A surgical site infection involving only skin and subcutaneous tissue of the incision.,,Streptococcal cellulitis of skin; Staphylococcal cellulitis of skin,Superficial incisional site infection; drainage site cellulitis,chapter22,superficial incisional site infection superficial incisional site infection superficial incisional site infection superficial incisional site infection; drainage site cellulitis superficial incisional site infection; drainage site cellulitis superficial incisional site infection; drainage site cellulitis a surgical site infection involving only skin and subcutaneous tissue of the incision. streptococcal cellulitis of skin; staphylococcal cellulitis of skin,superficial incisional site infection,Superficial incisional site infection
NE81.21,Deep incisional site infection,,A surgical site infection involving deep soft tissues of the incision (e.g. fascia and muscle layers).,,,Deep incisional site infection,chapter22,deep incisional site infection deep incisional site infection deep incisional site infection deep incisional site infection deep incisional site infection deep incisional site infection a surgical site infection involving deep soft tissues of the incision (e.g. fascia and muscle layers).,deep incisional site infection,Deep incisional site infection
NE81.22,Organ or organ space surgical site infection,,"A surgical site infection that involves any part of the body deeper than the fascial or muscle layers, that is opened or manipulated during the operative procedure.",,,Organ or organ space surgical site infection,chapter22,"organ or organ space surgical site infection organ or organ space surgical site infection organ or organ space surgical site infection organ or organ space surgical site infection organ or organ space surgical site infection organ or organ space surgical site infection a surgical site infection that involves any part of the body deeper than the fascial or muscle layers, that is opened or manipulated during the operative procedure.",organ or organ space surgical site infection,Organ or organ space surgical site infection
NE81.3,Postsurgical leak,,,,Malfunction or complication of external stoma of digestive organs; Tracheostomy malfunction,Postsurgical leak; postoperative leak; Postsurgical air leak; postoperative air leak; Postsurgical bile leak; postoperative bile leak; Insufficiency of anastomosis; Postsurgical anastomosis leak; anastomotic leak; gastrostomy leakage; postoperative anastomosis leak,chapter22,postsurgical leak postsurgical leak postsurgical leak postsurgical leak; postoperative leak; postsurgical air leak; postoperative air leak; postsurgical bile leak; postoperative bile leak; insufficiency of anastomosis; postsurgical anastomosis leak; anastomotic leak; gastrostomy leakage; postoperative anastomosis leak postsurgical leak; postoperative leak; postsurgical air leak; postoperative air leak; postsurgical bile leak; postoperative bile leak; insufficiency of anastomosis; postsurgical anastomosis leak; anastomotic leak; gastrostomy leakage; postoperative anastomosis leak postsurgical leak; postoperative leak; postsurgical air leak; postoperative air leak; postsurgical bile leak; postoperative bile leak; insufficiency of anastomosis; postsurgical anastomosis leak; anastomotic leak; gastrostomy leakage; postoperative anastomosis leak malfunction or complication of external stoma of digestive organs; tracheostomy malfunction,postsurgical leak,Postsurgical leak
NE82,"Dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified",,,,,,chapter22,"dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified","dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified","Dysfunction or complication of pacemaker, pacemaker lead or implantable cardioverter defibrillator, not elsewhere classified"
NE82.0,Pacemaker or implantable cardioverter defibrillator complication,,"An event or occurrence related to a pacemaker or an implantable cardioverter defibrillator (ICD) or one of its components that is associated with a healthcare intervention, is a departure from the desired course of events, and may cause, or be associated with, a suboptimal outcome.",,,,chapter22,"pacemaker or implantable cardioverter defibrillator complication pacemaker or implantable cardioverter defibrillator complication pacemaker or implantable cardioverter defibrillator complication an event or occurrence related to a pacemaker or an implantable cardioverter defibrillator (icd) or one of its components that is associated with a healthcare intervention, is a departure from the desired course of events, and may cause, or be associated with, a suboptimal outcome.",pacemaker or implantable cardioverter defibrillator complication,Pacemaker or implantable cardioverter defibrillator complication
NE82.00,Pacemaker or implantable cardioverter defibrillator pocket erosion,,Any breakdown of the implant site or skin overlying pacemaker or an implantable cardioverter defibrillator (ICD) pocket.,,,Pacemaker or implantable cardioverter defibrillator pocket erosion; Implantable cardioverter defibrillator pocket erosion; Pacemaker pocket erosion,chapter22,pacemaker or implantable cardioverter defibrillator pocket erosion pacemaker or implantable cardioverter defibrillator pocket erosion pacemaker or implantable cardioverter defibrillator pocket erosion pacemaker or implantable cardioverter defibrillator pocket erosion; implantable cardioverter defibrillator pocket erosion; pacemaker pocket erosion pacemaker or implantable cardioverter defibrillator pocket erosion; implantable cardioverter defibrillator pocket erosion; pacemaker pocket erosion pacemaker or implantable cardioverter defibrillator pocket erosion; implantable cardioverter defibrillator pocket erosion; pacemaker pocket erosion any breakdown of the implant site or skin overlying pacemaker or an implantable cardioverter defibrillator (icd) pocket.,pacemaker or implantable cardioverter defibrillator pocket erosion,Pacemaker or implantable cardioverter defibrillator pocket erosion
NE82.01,Pacemaker or implantable cardioverter defibrillator pocket muscle stimulation,,Inappropriate muscular stimulation in or near a pacemaker or implantable cardioverter defibrillator (ICD) generator pocket that cannot be managed with device reprograming and results in patient discomfort or need for reoperation.,,,Pacemaker or implantable cardioverter defibrillator pocket muscle stimulation; Implantable cardioverter defibrillator pocket muscle stimulation; Pacemaker pocket muscle stimulation,chapter22,pacemaker or implantable cardioverter defibrillator pocket muscle stimulation pacemaker or implantable cardioverter defibrillator pocket muscle stimulation pacemaker or implantable cardioverter defibrillator pocket muscle stimulation pacemaker or implantable cardioverter defibrillator pocket muscle stimulation; implantable cardioverter defibrillator pocket muscle stimulation; pacemaker pocket muscle stimulation pacemaker or implantable cardioverter defibrillator pocket muscle stimulation; implantable cardioverter defibrillator pocket muscle stimulation; pacemaker pocket muscle stimulation pacemaker or implantable cardioverter defibrillator pocket muscle stimulation; implantable cardioverter defibrillator pocket muscle stimulation; pacemaker pocket muscle stimulation inappropriate muscular stimulation in or near a pacemaker or implantable cardioverter defibrillator (icd) generator pocket that cannot be managed with device reprograming and results in patient discomfort or need for reoperation.,pacemaker or implantable cardioverter defibrillator pocket muscle stimulation,Pacemaker or implantable cardioverter defibrillator pocket muscle stimulation
NE82.02,Pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation,,,,,Pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation; Implantable cardioverter defibrillator phrenic nerve stimulation; Pacemaker phrenic nerve stimulation,chapter22,pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation; implantable cardioverter defibrillator phrenic nerve stimulation; pacemaker phrenic nerve stimulation pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation; implantable cardioverter defibrillator phrenic nerve stimulation; pacemaker phrenic nerve stimulation pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation; implantable cardioverter defibrillator phrenic nerve stimulation; pacemaker phrenic nerve stimulation,pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation,Pacemaker or implantable cardioverter defibrillator phrenic nerve stimulation
NE82.03,Pacing-induced cardiomyopathy,,"Pacing-induced cardiomyopathy is ventricular dilation, dysfunction (systolic and/or diastolic) and dyskinesia associated with chronic ventricular pacing in the absence of other causes of cardiomyopathy.",,,Pacing-induced cardiomyopathy; Pacemaker mediated cardiomyopathy; Pacemaker-induced cardiomyopathy; Pacing-induced dilated cardiomyopathy,chapter22,"pacing-induced cardiomyopathy pacing-induced cardiomyopathy pacing-induced cardiomyopathy pacing-induced cardiomyopathy; pacemaker mediated cardiomyopathy; pacemaker-induced cardiomyopathy; pacing-induced dilated cardiomyopathy pacing-induced cardiomyopathy; pacemaker mediated cardiomyopathy; pacemaker-induced cardiomyopathy; pacing-induced dilated cardiomyopathy pacing-induced cardiomyopathy; pacemaker mediated cardiomyopathy; pacemaker-induced cardiomyopathy; pacing-induced dilated cardiomyopathy pacing-induced cardiomyopathy is ventricular dilation, dysfunction (systolic and/or diastolic) and dyskinesia associated with chronic ventricular pacing in the absence of other causes of cardiomyopathy.",pacing-induced cardiomyopathy,Pacing-induced cardiomyopathy
NE82.1,Pacemaker or implantable cardioverter defibrillator dysfunction,,Any abnormality of pacemaker or implantable cardioverter defibrillator (ICD) device function.,,,,chapter22,pacemaker or implantable cardioverter defibrillator dysfunction pacemaker or implantable cardioverter defibrillator dysfunction pacemaker or implantable cardioverter defibrillator dysfunction any abnormality of pacemaker or implantable cardioverter defibrillator (icd) device function.,pacemaker or implantable cardioverter defibrillator dysfunction,Pacemaker or implantable cardioverter defibrillator dysfunction
NE82.10,Inappropriate implantable cardioverter defibrillator shock,,"One or more implantable cardioverter defibrillator (ICD) high energy discharges delivered in response to an event other than an appropriately sensed ventricular arrhythmia meeting criteria for therapy. Examples of such events include artefactual sensing (e.g., T-wave oversensing or noise), supraventricular arrhythmias (e.g., atrial fibrillation or flutter, supraventricular tachycardia (SVT)) and sinus tachycardia.",,,Inappropriate implantable cardioverter defibrillator shock,chapter22,"inappropriate implantable cardioverter defibrillator shock inappropriate implantable cardioverter defibrillator shock inappropriate implantable cardioverter defibrillator shock inappropriate implantable cardioverter defibrillator shock inappropriate implantable cardioverter defibrillator shock inappropriate implantable cardioverter defibrillator shock one or more implantable cardioverter defibrillator (icd) high energy discharges delivered in response to an event other than an appropriately sensed ventricular arrhythmia meeting criteria for therapy. examples of such events include artefactual sensing (e.g., t-wave oversensing or noise), supraventricular arrhythmias (e.g., atrial fibrillation or flutter, supraventricular tachycardia (svt)) and sinus tachycardia.",inappropriate implantable cardioverter defibrillator shock,Inappropriate implantable cardioverter defibrillator shock
NE82.11,Pacemaker syndrome,,"Cardiovascular signs or symptoms following pacemaker implantation due to suboptimal atrioventricular synchrony, regardless of the pacing mode",,,Pacemaker syndrome,chapter22,"pacemaker syndrome pacemaker syndrome pacemaker syndrome pacemaker syndrome pacemaker syndrome pacemaker syndrome cardiovascular signs or symptoms following pacemaker implantation due to suboptimal atrioventricular synchrony, regardless of the pacing mode",pacemaker syndrome,Pacemaker syndrome
NE82.12,Pacemaker generator dysfunction,,Pacemaker pulse generator malfunction for any reason except routine battery exhaustion.,,,Pacemaker generator dysfunction,chapter22,pacemaker generator dysfunction pacemaker generator dysfunction pacemaker generator dysfunction pacemaker generator dysfunction pacemaker generator dysfunction pacemaker generator dysfunction pacemaker pulse generator malfunction for any reason except routine battery exhaustion.,pacemaker generator dysfunction,Pacemaker generator dysfunction
NE82.2,Pacemaker or implantable cardioverter defibrillator lead complication,,,,,,chapter22,pacemaker or implantable cardioverter defibrillator lead complication pacemaker or implantable cardioverter defibrillator lead complication pacemaker or implantable cardioverter defibrillator lead complication,pacemaker or implantable cardioverter defibrillator lead complication,Pacemaker or implantable cardioverter defibrillator lead complication
NE82.20,Pacemaker or implantable cardioverter defibrillator lead fracture,,,,,Pacemaker or implantable cardioverter defibrillator lead fracture; Pacemaker or implantable cardioverter defibrillator atrial lead fracture; Pacemaker ventricular lead fracture; Implantable cardioverter defibrillator ventricular lead fracture; Pacemaker or implantable cardioverter defibrillator coronary sinus lead fracture,chapter22,pacemaker or implantable cardioverter defibrillator lead fracture pacemaker or implantable cardioverter defibrillator lead fracture pacemaker or implantable cardioverter defibrillator lead fracture pacemaker or implantable cardioverter defibrillator lead fracture; pacemaker or implantable cardioverter defibrillator atrial lead fracture; pacemaker ventricular lead fracture; implantable cardioverter defibrillator ventricular lead fracture; pacemaker or implantable cardioverter defibrillator coronary sinus lead fracture pacemaker or implantable cardioverter defibrillator lead fracture; pacemaker or implantable cardioverter defibrillator atrial lead fracture; pacemaker ventricular lead fracture; implantable cardioverter defibrillator ventricular lead fracture; pacemaker or implantable cardioverter defibrillator coronary sinus lead fracture pacemaker or implantable cardioverter defibrillator lead fracture; pacemaker or implantable cardioverter defibrillator atrial lead fracture; pacemaker ventricular lead fracture; implantable cardioverter defibrillator ventricular lead fracture; pacemaker or implantable cardioverter defibrillator coronary sinus lead fracture,pacemaker or implantable cardioverter defibrillator lead fracture,Pacemaker or implantable cardioverter defibrillator lead fracture
NE82.21,Pacemaker or implantable cardioverter defibrillator lead dislodgement,,,,,Pacemaker or implantable cardioverter defibrillator lead dislodgement; Pacemaker or implantable cardioverter defibrillator atrial lead dislodgement; Pacemaker ventricular lead dislodgement; Implantable cardioverter or defibrillator ventricular lead dislodgement; Pacemaker or implantable cardioverter defibrillator coronary sinus lead dislodgement,chapter22,pacemaker or implantable cardioverter defibrillator lead dislodgement pacemaker or implantable cardioverter defibrillator lead dislodgement pacemaker or implantable cardioverter defibrillator lead dislodgement pacemaker or implantable cardioverter defibrillator lead dislodgement; pacemaker or implantable cardioverter defibrillator atrial lead dislodgement; pacemaker ventricular lead dislodgement; implantable cardioverter or defibrillator ventricular lead dislodgement; pacemaker or implantable cardioverter defibrillator coronary sinus lead dislodgement pacemaker or implantable cardioverter defibrillator lead dislodgement; pacemaker or implantable cardioverter defibrillator atrial lead dislodgement; pacemaker ventricular lead dislodgement; implantable cardioverter or defibrillator ventricular lead dislodgement; pacemaker or implantable cardioverter defibrillator coronary sinus lead dislodgement pacemaker or implantable cardioverter defibrillator lead dislodgement; pacemaker or implantable cardioverter defibrillator atrial lead dislodgement; pacemaker ventricular lead dislodgement; implantable cardioverter or defibrillator ventricular lead dislodgement; pacemaker or implantable cardioverter defibrillator coronary sinus lead dislodgement,pacemaker or implantable cardioverter defibrillator lead dislodgement,Pacemaker or implantable cardioverter defibrillator lead dislodgement
NE82.22,Pacemaker or implantable cardioverter defibrillator lead insulation break,,,,,Pacemaker or implantable cardioverter defibrillator lead insulation break; Pacemaker or implantable cardioverter defibrillator atrial insulation break; Pacemaker ventricular lead insulation break; Implantable cardioverter defibrillator ventricular lead insulation break; Pacemaker or implantable cardioverter defibrillator coronary sinus lead insulation break,chapter22,pacemaker or implantable cardioverter defibrillator lead insulation break pacemaker or implantable cardioverter defibrillator lead insulation break pacemaker or implantable cardioverter defibrillator lead insulation break pacemaker or implantable cardioverter defibrillator lead insulation break; pacemaker or implantable cardioverter defibrillator atrial insulation break; pacemaker ventricular lead insulation break; implantable cardioverter defibrillator ventricular lead insulation break; pacemaker or implantable cardioverter defibrillator coronary sinus lead insulation break pacemaker or implantable cardioverter defibrillator lead insulation break; pacemaker or implantable cardioverter defibrillator atrial insulation break; pacemaker ventricular lead insulation break; implantable cardioverter defibrillator ventricular lead insulation break; pacemaker or implantable cardioverter defibrillator coronary sinus lead insulation break pacemaker or implantable cardioverter defibrillator lead insulation break; pacemaker or implantable cardioverter defibrillator atrial insulation break; pacemaker ventricular lead insulation break; implantable cardioverter defibrillator ventricular lead insulation break; pacemaker or implantable cardioverter defibrillator coronary sinus lead insulation break,pacemaker or implantable cardioverter defibrillator lead insulation break,Pacemaker or implantable cardioverter defibrillator lead insulation break
NE82.3,Pacemaker or implantable cardioverter defibrillator lead dysfunction,,,,,Pacemaker or implantable cardioverter defibrillator lead dysfunction,chapter22,pacemaker or implantable cardioverter defibrillator lead dysfunction pacemaker or implantable cardioverter defibrillator lead dysfunction pacemaker or implantable cardioverter defibrillator lead dysfunction pacemaker or implantable cardioverter defibrillator lead dysfunction pacemaker or implantable cardioverter defibrillator lead dysfunction pacemaker or implantable cardioverter defibrillator lead dysfunction,pacemaker or implantable cardioverter defibrillator lead dysfunction,Pacemaker or implantable cardioverter defibrillator lead dysfunction
NE83,"Injury or harm arising from other device, implant or graft, not elsewhere classified",,,,,"Injury or harm arising from other device, implant or graft, not elsewhere classified",chapter22,"injury or harm arising from other device, implant or graft, not elsewhere classified injury or harm arising from other device, implant or graft, not elsewhere classified injury or harm arising from other device, implant or graft, not elsewhere classified injury or harm arising from other device, implant or graft, not elsewhere classified injury or harm arising from other device, implant or graft, not elsewhere classified injury or harm arising from other device, implant or graft, not elsewhere classified","injury or harm arising from other device, implant or graft, not elsewhere classified","Injury or harm arising from other device, implant or graft, not elsewhere classified"
NE83.0,Destruction or cartilage wear of joint with hemiarthroplasty,,,,,Destruction or cartilage wear of joint with hemiarthroplasty,chapter22,destruction or cartilage wear of joint with hemiarthroplasty destruction or cartilage wear of joint with hemiarthroplasty destruction or cartilage wear of joint with hemiarthroplasty destruction or cartilage wear of joint with hemiarthroplasty destruction or cartilage wear of joint with hemiarthroplasty destruction or cartilage wear of joint with hemiarthroplasty,destruction or cartilage wear of joint with hemiarthroplasty,Destruction or cartilage wear of joint with hemiarthroplasty
