code,title,fsn,definition,inclusions,exclusions,icd_index_terms,chapter,index_terms
SN4Q,scar marks disorder tm2,,,,,scar marks disorder tm2 b taẕumpu c āthār al qurūḥ c athar e jeld scar caused by veneral ulcers disorder tm2 b mēkat taẕumpu,,scar marks disorder tm2 scar marks disorder tm2 scar marks disorder tm2 scar marks disorder tm2 b taẕumpu c āthār al qurūḥ c athar e jeld scar caused by veneral ulcers disorder tm2 b mēkat taẕumpu scar marks disorder tm2 b taẕumpu c āthār al qurūḥ c athar e jeld scar caused by veneral ulcers disorder tm2 b mēkat taẕumpu scar marks disorder tm2 b taẕumpu c āthār al qurūḥ c athar e jeld scar caused by veneral ulcers disorder tm2 b mēkat taẕumpu
SN4R,roughness of skin disorder tm2,,,,,roughness of skin disorder tm2 a pāruṣyam b vīkkam c taqashshuf al jild b taṭippu,,roughness of skin disorder tm2 roughness of skin disorder tm2 roughness of skin disorder tm2 roughness of skin disorder tm2 a pāruṣyam b vīkkam c taqashshuf al jild b taṭippu roughness of skin disorder tm2 a pāruṣyam b vīkkam c taqashshuf al jild b taṭippu roughness of skin disorder tm2 a pāruṣyam b vīkkam c taqashshuf al jild b taṭippu
SN4S,verruca disorder tm2,,,,,verruca disorder tm2 a carmakīlaḥ b maruḷ c tha’ālīl warts tm2,,verruca disorder tm2 verruca disorder tm2 verruca disorder tm2 verruca disorder tm2 a carmakīlaḥ b maruḷ c tha’ālīl warts tm2 verruca disorder tm2 a carmakīlaḥ b maruḷ c tha’ālīl warts tm2 verruca disorder tm2 a carmakīlaḥ b maruḷ c tha’ālīl warts tm2
SN4T,herpes disorder tm2,,,,,herpes disorder tm2 a kakṣāḥ b akki c namla c sā‘iya herpes labialis disorder tm2 c namla shafawiyya,,herpes disorder tm2 herpes disorder tm2 herpes disorder tm2 herpes disorder tm2 a kakṣāḥ b akki c namla c sā‘iya herpes labialis disorder tm2 c namla shafawiyya herpes disorder tm2 a kakṣāḥ b akki c namla c sā‘iya herpes labialis disorder tm2 c namla shafawiyya herpes disorder tm2 a kakṣāḥ b akki c namla c sā‘iya herpes labialis disorder tm2 c namla shafawiyya
SN4U,ring worm infection disorder tm2,,,,,ring worm infection disorder tm2 a dadru kuṣṭhaḥ b paṭartāmarai c qūbā tinea versicolor disorder tm2 b tēmal acute ring worm disorder tm2 c qūbā ḥadīth,,ring worm infection disorder tm2 ring worm infection disorder tm2 ring worm infection disorder tm2 ring worm infection disorder tm2 a dadru kuṣṭhaḥ b paṭartāmarai c qūbā tinea versicolor disorder tm2 b tēmal acute ring worm disorder tm2 c qūbā ḥadīth ring worm infection disorder tm2 a dadru kuṣṭhaḥ b paṭartāmarai c qūbā tinea versicolor disorder tm2 b tēmal acute ring worm disorder tm2 c qūbā ḥadīth ring worm infection disorder tm2 a dadru kuṣṭhaḥ b paṭartāmarai c qūbā tinea versicolor disorder tm2 b tēmal acute ring worm disorder tm2 c qūbā ḥadīth
SN4V,acne disorder tm2,,,,,acne disorder tm2 a yuvānapiḍakā b mukapparu c buthūr labaniyya c ḥabb al shabāb c buthūr duhniyya c al ghudd al shā’i‘ acne on nose disorder tm2 b mūkku paru,,acne disorder tm2 acne disorder tm2 acne disorder tm2 acne disorder tm2 a yuvānapiḍakā b mukapparu c buthūr labaniyya c ḥabb al shabāb c buthūr duhniyya c al ghudd al shā’i‘ acne on nose disorder tm2 b mūkku paru acne disorder tm2 a yuvānapiḍakā b mukapparu c buthūr labaniyya c ḥabb al shabāb c buthūr duhniyya c al ghudd al shā’i‘ acne on nose disorder tm2 b mūkku paru acne disorder tm2 a yuvānapiḍakā b mukapparu c buthūr labaniyya c ḥabb al shabāb c buthūr duhniyya c al ghudd al shā’i‘ acne on nose disorder tm2 b mūkku paru
SN4W,ulcer disorder tm2,,,,,ulcer disorder tm2 a vraṇaḥ b puṇ c jurūḥ,,ulcer disorder tm2 ulcer disorder tm2 ulcer disorder tm2 ulcer disorder tm2 a vraṇaḥ b puṇ c jurūḥ ulcer disorder tm2 a vraṇaḥ b puṇ c jurūḥ ulcer disorder tm2 a vraṇaḥ b puṇ c jurūḥ
SN60,brittle nails disorder tm2,,,,,brittle nails disorder tm2 a nakhabhedaḥ c ẓufra ṭalqiyya,,brittle nails disorder tm2 brittle nails disorder tm2 brittle nails disorder tm2 brittle nails disorder tm2 a nakhabhedaḥ c ẓufra ṭalqiyya brittle nails disorder tm2 a nakhabhedaḥ c ẓufra ṭalqiyya brittle nails disorder tm2 a nakhabhedaḥ c ẓufra ṭalqiyya
SN70,furunculosis of scalp disorder tm2,,,,,furunculosis of scalp disorder tm2 a arūṃṣikā b aẕal kapālak karappāṉ,,furunculosis of scalp disorder tm2 furunculosis of scalp disorder tm2 furunculosis of scalp disorder tm2 furunculosis of scalp disorder tm2 a arūṃṣikā b aẕal kapālak karappāṉ furunculosis of scalp disorder tm2 a arūṃṣikā b aẕal kapālak karappāṉ furunculosis of scalp disorder tm2 a arūṃṣikā b aẕal kapālak karappāṉ
SN71,baldness disorder tm2,,,,,baldness disorder tm2 a khālityam b mayir utiral c ṣala‘ hair fall disorder tm2 c intithār al sha‘r,,baldness disorder tm2 baldness disorder tm2 baldness disorder tm2 baldness disorder tm2 a khālityam b mayir utiral c ṣala‘ hair fall disorder tm2 c intithār al sha‘r baldness disorder tm2 a khālityam b mayir utiral c ṣala‘ hair fall disorder tm2 c intithār al sha‘r baldness disorder tm2 a khālityam b mayir utiral c ṣala‘ hair fall disorder tm2 c intithār al sha‘r
SN72,folliculitis disorder tm2,,,,,folliculitis disorder tm2 a piḍakā c sa‘fa wet folliculitis disorder tm2 c sa‘fa raṭba c shīrīnaj dry folliculitis disorder tm2 c sa‘fa yābisa c sūrajī,,folliculitis disorder tm2 folliculitis disorder tm2 folliculitis disorder tm2 folliculitis disorder tm2 a piḍakā c sa‘fa wet folliculitis disorder tm2 c sa‘fa raṭba c shīrīnaj dry folliculitis disorder tm2 c sa‘fa yābisa c sūrajī folliculitis disorder tm2 a piḍakā c sa‘fa wet folliculitis disorder tm2 c sa‘fa raṭba c shīrīnaj dry folliculitis disorder tm2 c sa‘fa yābisa c sūrajī folliculitis disorder tm2 a piḍakā c sa‘fa wet folliculitis disorder tm2 c sa‘fa raṭba c shīrīnaj dry folliculitis disorder tm2 c sa‘fa yābisa c sūrajī
SN73,premature greying of hair disorder tm2,,,,,premature greying of hair disorder tm2 a akālapalitaḥ b iḷanarai c shayb,,premature greying of hair disorder tm2 premature greying of hair disorder tm2 premature greying of hair disorder tm2 premature greying of hair disorder tm2 a akālapalitaḥ b iḷanarai c shayb premature greying of hair disorder tm2 a akālapalitaḥ b iḷanarai c shayb premature greying of hair disorder tm2 a akālapalitaḥ b iḷanarai c shayb
SN90,patchy alopecia disorder tm2,,,,,patchy alopecia disorder tm2 a indraluptaḥ b puẕuveṭṭu c dā’ al tha‘lab alopecia areata pelade,,patchy alopecia disorder tm2 patchy alopecia disorder tm2 patchy alopecia disorder tm2 patchy alopecia disorder tm2 a indraluptaḥ b puẕuveṭṭu c dā’ al tha‘lab alopecia areata pelade patchy alopecia disorder tm2 a indraluptaḥ b puẕuveṭṭu c dā’ al tha‘lab alopecia areata pelade patchy alopecia disorder tm2 a indraluptaḥ b puẕuveṭṭu c dā’ al tha‘lab alopecia areata pelade
SN91,dandruff disorder tm2,,,,,dandruff disorder tm2 a dāruṇakaḥ b poṭuku b cuṇṭu c ḥazāz o ibriyya c bafā c hubayrā c qishr al ra’s c ḥibriyya,,dandruff disorder tm2 dandruff disorder tm2 dandruff disorder tm2 dandruff disorder tm2 a dāruṇakaḥ b poṭuku b cuṇṭu c ḥazāz o ibriyya c bafā c hubayrā c qishr al ra’s c ḥibriyya dandruff disorder tm2 a dāruṇakaḥ b poṭuku b cuṇṭu c ḥazāz o ibriyya c bafā c hubayrā c qishr al ra’s c ḥibriyya dandruff disorder tm2 a dāruṇakaḥ b poṭuku b cuṇṭu c ḥazāz o ibriyya c bafā c hubayrā c qishr al ra’s c ḥibriyya
SN92,carbuncle disorder tm2,,,,,carbuncle disorder tm2 a prameha piḍakā b piḷavai c jamra c shab chirāgh carbuncle present in the nose disorder tm2 b mūkku piḷavai carbuncles disorder due to diabetes tm2 a prameha piḍakā,,carbuncle disorder tm2 carbuncle disorder tm2 carbuncle disorder tm2 carbuncle disorder tm2 a prameha piḍakā b piḷavai c jamra c shab chirāgh carbuncle present in the nose disorder tm2 b mūkku piḷavai carbuncles disorder due to diabetes tm2 a prameha piḍakā carbuncle disorder tm2 a prameha piḍakā b piḷavai c jamra c shab chirāgh carbuncle present in the nose disorder tm2 b mūkku piḷavai carbuncles disorder due to diabetes tm2 a prameha piḍakā carbuncle disorder tm2 a prameha piḍakā b piḷavai c jamra c shab chirāgh carbuncle present in the nose disorder tm2 b mūkku piḷavai carbuncles disorder due to diabetes tm2 a prameha piḍakā
SP00,osteoporosis disorder tm2,,,,,osteoporosis disorder tm2 a asthiśoṣaḥ c wahn al ‘iẓām b eṉpu kiranti c takhalkhul al ‘iẓām b takhaththur al ‘iẓām osteopenia tm2,,osteoporosis disorder tm2 osteoporosis disorder tm2 osteoporosis disorder tm2 osteoporosis disorder tm2 a asthiśoṣaḥ c wahn al ‘iẓām b eṉpu kiranti c takhalkhul al ‘iẓām b takhaththur al ‘iẓām osteopenia tm2 osteoporosis disorder tm2 a asthiśoṣaḥ c wahn al ‘iẓām b eṉpu kiranti c takhalkhul al ‘iẓām b takhaththur al ‘iẓām osteopenia tm2 osteoporosis disorder tm2 a asthiśoṣaḥ c wahn al ‘iẓām b eṉpu kiranti c takhalkhul al ‘iẓām b takhaththur al ‘iẓām osteopenia tm2
SP10,polyarthritis disorder tm2,,,,,polyarthritis disorder tm2 a vātaraktam b vātacurōṇitam c waja‘ al mafāṣil b cantu vātam c waram e mafsal rheumatoid arthritis disorder tm2 b vaḷiaẕal kīlvāyu complications of rheumatoid arthritis disorder tm2 b payittiya vāta curōṇitam swollen knee deformity disorder tm2 a kroṣṭukaśīrṣaḥ b aiyavaḷi kīlvāyu b narittalai vātam rheumatoid arthritis initial stage disorder tm2 b utira vāta curōṇitam,,polyarthritis disorder tm2 polyarthritis disorder tm2 polyarthritis disorder tm2 polyarthritis disorder tm2 a vātaraktam b vātacurōṇitam c waja‘ al mafāṣil b cantu vātam c waram e mafsal rheumatoid arthritis disorder tm2 b vaḷiaẕal kīlvāyu complications of rheumatoid arthritis disorder tm2 b payittiya vāta curōṇitam swollen knee deformity disorder tm2 a kroṣṭukaśīrṣaḥ b aiyavaḷi kīlvāyu b narittalai vātam rheumatoid arthritis initial stage disorder tm2 b utira vāta curōṇitam polyarthritis disorder tm2 a vātaraktam b vātacurōṇitam c waja‘ al mafāṣil b cantu vātam c waram e mafsal rheumatoid arthritis disorder tm2 b vaḷiaẕal kīlvāyu complications of rheumatoid arthritis disorder tm2 b payittiya vāta curōṇitam swollen knee deformity disorder tm2 a kroṣṭukaśīrṣaḥ b aiyavaḷi kīlvāyu b narittalai vātam rheumatoid arthritis initial stage disorder tm2 b utira vāta curōṇitam polyarthritis disorder tm2 a vātaraktam b vātacurōṇitam c waja‘ al mafāṣil b cantu vātam c waram e mafsal rheumatoid arthritis disorder tm2 b vaḷiaẕal kīlvāyu complications of rheumatoid arthritis disorder tm2 b payittiya vāta curōṇitam swollen knee deformity disorder tm2 a kroṣṭukaśīrṣaḥ b aiyavaḷi kīlvāyu b narittalai vātam rheumatoid arthritis initial stage disorder tm2 b utira vāta curōṇitam
SP11,rheumatism disorder tm2,,,,,rheumatism disorder tm2 a āmavātaḥ b vaḷikkīlvāyu c ḥudār rheumatic arthritis disorder tm2 b vaḷikkīlvāyu rheumatism disorder due to blood tm2 a vātaraktam aggravated aiyam with rheumatism disorder tm2 b curōṇitam rheumatoid arthritis disorder due to blood tm2 a vātajavātaraktam,,rheumatism disorder tm2 rheumatism disorder tm2 rheumatism disorder tm2 rheumatism disorder tm2 a āmavātaḥ b vaḷikkīlvāyu c ḥudār rheumatic arthritis disorder tm2 b vaḷikkīlvāyu rheumatism disorder due to blood tm2 a vātaraktam aggravated aiyam with rheumatism disorder tm2 b curōṇitam rheumatoid arthritis disorder due to blood tm2 a vātajavātaraktam rheumatism disorder tm2 a āmavātaḥ b vaḷikkīlvāyu c ḥudār rheumatic arthritis disorder tm2 b vaḷikkīlvāyu rheumatism disorder due to blood tm2 a vātaraktam aggravated aiyam with rheumatism disorder tm2 b curōṇitam rheumatoid arthritis disorder due to blood tm2 a vātajavātaraktam rheumatism disorder tm2 a āmavātaḥ b vaḷikkīlvāyu c ḥudār rheumatic arthritis disorder tm2 b vaḷikkīlvāyu rheumatism disorder due to blood tm2 a vātaraktam aggravated aiyam with rheumatism disorder tm2 b curōṇitam rheumatoid arthritis disorder due to blood tm2 a vātajavātaraktam
SP12,osteoarthritis disorder tm2,,,,,osteoarthritis disorder tm2 a sandhigatavātaḥ b aẕal kīl vāyu c taḥajjur wa ṣalāba al mafāṣil arthritis disorder with near fusion of bones tm2 b mukkuṟṟa kīlvāyu,,osteoarthritis disorder tm2 osteoarthritis disorder tm2 osteoarthritis disorder tm2 osteoarthritis disorder tm2 a sandhigatavātaḥ b aẕal kīl vāyu c taḥajjur wa ṣalāba al mafāṣil arthritis disorder with near fusion of bones tm2 b mukkuṟṟa kīlvāyu osteoarthritis disorder tm2 a sandhigatavātaḥ b aẕal kīl vāyu c taḥajjur wa ṣalāba al mafāṣil arthritis disorder with near fusion of bones tm2 b mukkuṟṟa kīlvāyu osteoarthritis disorder tm2 a sandhigatavātaḥ b aẕal kīl vāyu c taḥajjur wa ṣalāba al mafāṣil arthritis disorder with near fusion of bones tm2 b mukkuṟṟa kīlvāyu
SP13,hip joint pain disorder tm2,,,,,hip joint pain disorder tm2 a śroṇibhedaḥ b toṭai maiya varmam c waja‘ al warik,,hip joint pain disorder tm2 hip joint pain disorder tm2 hip joint pain disorder tm2 hip joint pain disorder tm2 a śroṇibhedaḥ b toṭai maiya varmam c waja‘ al warik hip joint pain disorder tm2 a śroṇibhedaḥ b toṭai maiya varmam c waja‘ al warik hip joint pain disorder tm2 a śroṇibhedaḥ b toṭai maiya varmam c waja‘ al warik
SP14,gout disorder tm2,,,,,gout disorder tm2 a pittaja vātaraktam b cittuvāta ‎curōṇitam c niqris,,gout disorder tm2 gout disorder tm2 gout disorder tm2 gout disorder tm2 a pittaja vātaraktam b cittuvāta ‎curōṇitam c niqris gout disorder tm2 a pittaja vātaraktam b cittuvāta ‎curōṇitam c niqris gout disorder tm2 a pittaja vātaraktam b cittuvāta ‎curōṇitam c niqris
SP15,frozen shoulder disorder tm2,,,,,frozen shoulder disorder tm2 a avabāhukaḥ b kumpa vātam c waja‘ i mafṣal i katif,,frozen shoulder disorder tm2 frozen shoulder disorder tm2 frozen shoulder disorder tm2 frozen shoulder disorder tm2 a avabāhukaḥ b kumpa vātam c waja‘ i mafṣal i katif frozen shoulder disorder tm2 a avabāhukaḥ b kumpa vātam c waja‘ i mafṣal i katif frozen shoulder disorder tm2 a avabāhukaḥ b kumpa vātam c waja‘ i mafṣal i katif
SP20,muscle pain twisting disorder tm2,,,,,muscle pain twisting disorder tm2 a khallī b vaḷi cūlai c tashannuj īdhā’ī twisting pain on limbs,,muscle pain twisting disorder tm2 muscle pain twisting disorder tm2 muscle pain twisting disorder tm2 muscle pain twisting disorder tm2 a khallī b vaḷi cūlai c tashannuj īdhā’ī twisting pain on limbs muscle pain twisting disorder tm2 a khallī b vaḷi cūlai c tashannuj īdhā’ī twisting pain on limbs muscle pain twisting disorder tm2 a khallī b vaḷi cūlai c tashannuj īdhā’ī twisting pain on limbs
SP21,atony disorder tm2,,,,,atony disorder tm2 a aṅgavibhraṁśaḥ c istirkhā’ b miruttu vātam,,atony disorder tm2 atony disorder tm2 atony disorder tm2 atony disorder tm2 a aṅgavibhraṁśaḥ c istirkhā’ b miruttu vātam atony disorder tm2 a aṅgavibhraṁśaḥ c istirkhā’ b miruttu vātam atony disorder tm2 a aṅgavibhraṁśaḥ c istirkhā’ b miruttu vātam
SP40,achillodynia disorder tm2,,,,,achillodynia disorder tm2 a vātakaṇṭakam c waja‘ al ‘aqib b kutivātam,,achillodynia disorder tm2 achillodynia disorder tm2 achillodynia disorder tm2 achillodynia disorder tm2 a vātakaṇṭakam c waja‘ al ‘aqib b kutivātam achillodynia disorder tm2 a vātakaṇṭakam c waja‘ al ‘aqib b kutivātam achillodynia disorder tm2 a vātakaṇṭakam c waja‘ al ‘aqib b kutivātam
SP41,sciatica disorder tm2,,,,,sciatica disorder tm2 a gṛdhrasī c ‘irq al nasā b vātastampam lumbar radiculopathies,,sciatica disorder tm2 sciatica disorder tm2 sciatica disorder tm2 sciatica disorder tm2 a gṛdhrasī c ‘irq al nasā b vātastampam lumbar radiculopathies sciatica disorder tm2 a gṛdhrasī c ‘irq al nasā b vātastampam lumbar radiculopathies sciatica disorder tm2 a gṛdhrasī c ‘irq al nasā b vātastampam lumbar radiculopathies
SP42,lumbar spondylosis disorder tm2,,,,,lumbar spondylosis disorder tm2 a kaṭigraha a kaṭiśūla a pṛṣṭha grahaḥ b taṇṭaka vātam c waja‘ al ẓahr stiff back tm2 backache tm2,,lumbar spondylosis disorder tm2 lumbar spondylosis disorder tm2 lumbar spondylosis disorder tm2 lumbar spondylosis disorder tm2 a kaṭigraha a kaṭiśūla a pṛṣṭha grahaḥ b taṇṭaka vātam c waja‘ al ẓahr stiff back tm2 backache tm2 lumbar spondylosis disorder tm2 a kaṭigraha a kaṭiśūla a pṛṣṭha grahaḥ b taṇṭaka vātam c waja‘ al ẓahr stiff back tm2 backache tm2 lumbar spondylosis disorder tm2 a kaṭigraha a kaṭiśūla a pṛṣṭha grahaḥ b taṇṭaka vātam c waja‘ al ẓahr stiff back tm2 backache tm2
SP43,lumbo sacroiliac disorder tm2,,,,,lumbo sacroiliac disorder tm2 b vāta ‎upakatam c waja‘ al khāṣira,,lumbo sacroiliac disorder tm2 lumbo sacroiliac disorder tm2 lumbo sacroiliac disorder tm2 lumbo sacroiliac disorder tm2 b vāta ‎upakatam c waja‘ al khāṣira lumbo sacroiliac disorder tm2 b vāta ‎upakatam c waja‘ al khāṣira lumbo sacroiliac disorder tm2 b vāta ‎upakatam c waja‘ al khāṣira
SP44,torticollis disorder tm2,,,,,torticollis disorder tm2 a manyāstambhaḥ b puṟa icivu,,torticollis disorder tm2 torticollis disorder tm2 torticollis disorder tm2 torticollis disorder tm2 a manyāstambhaḥ b puṟa icivu torticollis disorder tm2 a manyāstambhaḥ b puṟa icivu torticollis disorder tm2 a manyāstambhaḥ b puṟa icivu
SP45,cervical spondylosis disorder tm2,,,,,cervical spondylosis disorder tm2 a grīvāstambhaḥ b cakaṉa vātam c waja‘ al ‘unuq numbness of foot disorder tm2 a pādasuptatā,,cervical spondylosis disorder tm2 cervical spondylosis disorder tm2 cervical spondylosis disorder tm2 cervical spondylosis disorder tm2 a grīvāstambhaḥ b cakaṉa vātam c waja‘ al ‘unuq numbness of foot disorder tm2 a pādasuptatā cervical spondylosis disorder tm2 a grīvāstambhaḥ b cakaṉa vātam c waja‘ al ‘unuq numbness of foot disorder tm2 a pādasuptatā cervical spondylosis disorder tm2 a grīvāstambhaḥ b cakaṉa vātam c waja‘ al ‘unuq numbness of foot disorder tm2 a pādasuptatā
SP50,enteric fever disorder tm2,,,,,enteric fever disorder tm2 b vātakapa curam c ḥummā mi‘wiyya,,enteric fever disorder tm2 enteric fever disorder tm2 enteric fever disorder tm2 enteric fever disorder tm2 b vātakapa curam c ḥummā mi‘wiyya enteric fever disorder tm2 b vātakapa curam c ḥummā mi‘wiyya enteric fever disorder tm2 b vātakapa curam c ḥummā mi‘wiyya
SP51,fever disorder tm2,,,,,fever disorder tm2 a jvara b taṉvaẕi curam c ḥummā,,fever disorder tm2 fever disorder tm2 fever disorder tm2 fever disorder tm2 a jvara b taṉvaẕi curam c ḥummā fever disorder tm2 a jvara b taṉvaẕi curam c ḥummā fever disorder tm2 a jvara b taṉvaẕi curam c ḥummā
SP52,fever disorder with excessive salivation tm2,,,,,fever disorder with excessive salivation tm2 a kaphajajvaraḥ b kapa curam c ḥummā lathiqa c ḥummā balghamiyya lāzima fever disorder caused due to cough tm2 b irumal curam quotidian fever disorder tm2 c ḥummā muwāẓiba c astrābūs doubling quotidian fever disorder tm2 c ḥummā muwāẓiba muḍā‘ifa quotidian fever disorder due to putrefaction of balgham mixed with ṣafrā’ tm2 c ḥummā muwāẓiba ṣafrāwiyya,,fever disorder with excessive salivation tm2 fever disorder with excessive salivation tm2 fever disorder with excessive salivation tm2 fever disorder with excessive salivation tm2 a kaphajajvaraḥ b kapa curam c ḥummā lathiqa c ḥummā balghamiyya lāzima fever disorder caused due to cough tm2 b irumal curam quotidian fever disorder tm2 c ḥummā muwāẓiba c astrābūs doubling quotidian fever disorder tm2 c ḥummā muwāẓiba muḍā‘ifa quotidian fever disorder due to putrefaction of balgham mixed with ṣafrā’ tm2 c ḥummā muwāẓiba ṣafrāwiyya fever disorder with excessive salivation tm2 a kaphajajvaraḥ b kapa curam c ḥummā lathiqa c ḥummā balghamiyya lāzima fever disorder caused due to cough tm2 b irumal curam quotidian fever disorder tm2 c ḥummā muwāẓiba c astrābūs doubling quotidian fever disorder tm2 c ḥummā muwāẓiba muḍā‘ifa quotidian fever disorder due to putrefaction of balgham mixed with ṣafrā’ tm2 c ḥummā muwāẓiba ṣafrāwiyya fever disorder with excessive salivation tm2 a kaphajajvaraḥ b kapa curam c ḥummā lathiqa c ḥummā balghamiyya lāzima fever disorder caused due to cough tm2 b irumal curam quotidian fever disorder tm2 c ḥummā muwāẓiba c astrābūs doubling quotidian fever disorder tm2 c ḥummā muwāẓiba muḍā‘ifa quotidian fever disorder due to putrefaction of balgham mixed with ṣafrā’ tm2 c ḥummā muwāẓiba ṣafrāwiyya
SP53,high fever disorder with yellow discouloration tm2,,,,,high fever disorder with yellow discouloration tm2 a paittikajvaraḥ b pitta curam c ḥummā al ghibb c ṭraṭā’ūs continuous fever disorder due to putrefaction of ṣafrā’ inside the vessels tm2 c ḥummā al ghibb lāzima high grade putrefaction of ṣafrā’ disorder tm2 c ḥummā al ghibb muḥarriqa,,high fever disorder with yellow discouloration tm2 high fever disorder with yellow discouloration tm2 high fever disorder with yellow discouloration tm2 high fever disorder with yellow discouloration tm2 a paittikajvaraḥ b pitta curam c ḥummā al ghibb c ṭraṭā’ūs continuous fever disorder due to putrefaction of ṣafrā’ inside the vessels tm2 c ḥummā al ghibb lāzima high grade putrefaction of ṣafrā’ disorder tm2 c ḥummā al ghibb muḥarriqa high fever disorder with yellow discouloration tm2 a paittikajvaraḥ b pitta curam c ḥummā al ghibb c ṭraṭā’ūs continuous fever disorder due to putrefaction of ṣafrā’ inside the vessels tm2 c ḥummā al ghibb lāzima high grade putrefaction of ṣafrā’ disorder tm2 c ḥummā al ghibb muḥarriqa high fever disorder with yellow discouloration tm2 a paittikajvaraḥ b pitta curam c ḥummā al ghibb c ṭraṭā’ūs continuous fever disorder due to putrefaction of ṣafrā’ inside the vessels tm2 c ḥummā al ghibb lāzima high grade putrefaction of ṣafrā’ disorder tm2 c ḥummā al ghibb muḥarriqa
SP54,fever with body pain disorder tm2,,,,,fever with body pain disorder tm2 a vātikajvaraḥ b vāta curam,,fever with body pain disorder tm2 fever with body pain disorder tm2 fever with body pain disorder tm2 fever with body pain disorder tm2 a vātikajvaraḥ b vāta curam fever with body pain disorder tm2 a vātikajvaraḥ b vāta curam fever with body pain disorder tm2 a vātikajvaraḥ b vāta curam
SP55,fever with chills disorder tm2,,,,,fever with chills disorder tm2 b naḷir curam b kuḷir curam c ḥummā al ghibb dā’ira,,fever with chills disorder tm2 fever with chills disorder tm2 fever with chills disorder tm2 fever with chills disorder tm2 b naḷir curam b kuḷir curam c ḥummā al ghibb dā’ira fever with chills disorder tm2 b naḷir curam b kuḷir curam c ḥummā al ghibb dā’ira fever with chills disorder tm2 b naḷir curam b kuḷir curam c ḥummā al ghibb dā’ira
SP56,high grade fever disorder tm2,,,,,high grade fever disorder tm2 b ceṅkaṟaic curam c ḥummā ‘ufūniyya,,high grade fever disorder tm2 high grade fever disorder tm2 high grade fever disorder tm2 high grade fever disorder tm2 b ceṅkaṟaic curam c ḥummā ‘ufūniyya high grade fever disorder tm2 b ceṅkaṟaic curam c ḥummā ‘ufūniyya high grade fever disorder tm2 b ceṅkaṟaic curam c ḥummā ‘ufūniyya
