code,title,fsn,definition,inclusions,exclusions,icd_index_terms,chapter,index_terms
SK52,tremor disorder tm2,,,,,tremor disorder tm2 a kampaḥ b pāṇikkampa vātam c ra‘sha parkinsonism tm2 aggrevation of aẕal causing tremors disorder tm2 b naṭukku pittam head tremor disorder tm2 a śiraḥkampaḥ tremor due to cold impaired temperament disorder tm2 c ra‘sha bārid stiffness disorder tm2 a stambhaḥ rigidity tm2 spasticity tm2 tremor neck disorder tm2 a grīvāhuṇḍanam,,tremor disorder tm2 tremor disorder tm2 tremor disorder tm2 tremor disorder tm2 a kampaḥ b pāṇikkampa vātam c ra‘sha parkinsonism tm2 aggrevation of aẕal causing tremors disorder tm2 b naṭukku pittam head tremor disorder tm2 a śiraḥkampaḥ tremor due to cold impaired temperament disorder tm2 c ra‘sha bārid stiffness disorder tm2 a stambhaḥ rigidity tm2 spasticity tm2 tremor neck disorder tm2 a grīvāhuṇḍanam tremor disorder tm2 a kampaḥ b pāṇikkampa vātam c ra‘sha parkinsonism tm2 aggrevation of aẕal causing tremors disorder tm2 b naṭukku pittam head tremor disorder tm2 a śiraḥkampaḥ tremor due to cold impaired temperament disorder tm2 c ra‘sha bārid stiffness disorder tm2 a stambhaḥ rigidity tm2 spasticity tm2 tremor neck disorder tm2 a grīvāhuṇḍanam tremor disorder tm2 a kampaḥ b pāṇikkampa vātam c ra‘sha parkinsonism tm2 aggrevation of aẕal causing tremors disorder tm2 b naṭukku pittam head tremor disorder tm2 a śiraḥkampaḥ tremor due to cold impaired temperament disorder tm2 c ra‘sha bārid stiffness disorder tm2 a stambhaḥ rigidity tm2 spasticity tm2 tremor neck disorder tm2 a grīvāhuṇḍanam
SK53,stammering disorder tm2,,,,,stammering disorder tm2 a vāk saṅgaḥ b patita vātam c loknat e zaban c luknat,,stammering disorder tm2 stammering disorder tm2 stammering disorder tm2 stammering disorder tm2 a vāk saṅgaḥ b patita vātam c loknat e zaban c luknat stammering disorder tm2 a vāk saṅgaḥ b patita vātam c loknat e zaban c luknat stammering disorder tm2 a vāk saṅgaḥ b patita vātam c loknat e zaban c luknat
SK54,numbness disorder tm2,,,,,numbness disorder tm2 a prasuptiḥ b vātakarṣaṇam c khadar,,numbness disorder tm2 numbness disorder tm2 numbness disorder tm2 numbness disorder tm2 a prasuptiḥ b vātakarṣaṇam c khadar numbness disorder tm2 a prasuptiḥ b vātakarṣaṇam c khadar numbness disorder tm2 a prasuptiḥ b vātakarṣaṇam c khadar
SK55,weakness of thighs due to vata disorder tm2,,,,,weakness of thighs due to vata disorder tm2 a ūrustambhaḥ b ūrustampavātam intractable stiff thigh disorder tm2 a asādhya ūrustambhaḥ,,weakness of thighs due to vata disorder tm2 weakness of thighs due to vata disorder tm2 weakness of thighs due to vata disorder tm2 weakness of thighs due to vata disorder tm2 a ūrustambhaḥ b ūrustampavātam intractable stiff thigh disorder tm2 a asādhya ūrustambhaḥ weakness of thighs due to vata disorder tm2 a ūrustambhaḥ b ūrustampavātam intractable stiff thigh disorder tm2 a asādhya ūrustambhaḥ weakness of thighs due to vata disorder tm2 a ūrustambhaḥ b ūrustampavātam intractable stiff thigh disorder tm2 a asādhya ūrustambhaḥ
SK60,ocular hyperemia disorder tm2,,,,,ocular hyperemia disorder tm2 a sirāharṣaḥ a sirāpraharṣaḥ b untu nerical c takaddur ṭabaqa al multaḥima episcleritis disorder tm2 a sirotpātaḥ b viraṇa nerical,,ocular hyperemia disorder tm2 ocular hyperemia disorder tm2 ocular hyperemia disorder tm2 ocular hyperemia disorder tm2 a sirāharṣaḥ a sirāpraharṣaḥ b untu nerical c takaddur ṭabaqa al multaḥima episcleritis disorder tm2 a sirotpātaḥ b viraṇa nerical ocular hyperemia disorder tm2 a sirāharṣaḥ a sirāpraharṣaḥ b untu nerical c takaddur ṭabaqa al multaḥima episcleritis disorder tm2 a sirotpātaḥ b viraṇa nerical ocular hyperemia disorder tm2 a sirāharṣaḥ a sirāpraharṣaḥ b untu nerical c takaddur ṭabaqa al multaḥima episcleritis disorder tm2 a sirotpātaḥ b viraṇa nerical
SK61,prolapse iris disorder tm2,,,,,prolapse iris disorder tm2 a ajakā c ra’s al dhubābī a ajakājājta c dhubābī b pūccāntiram,,prolapse iris disorder tm2 prolapse iris disorder tm2 prolapse iris disorder tm2 prolapse iris disorder tm2 a ajakā c ra’s al dhubābī a ajakājājta c dhubābī b pūccāntiram prolapse iris disorder tm2 a ajakā c ra’s al dhubābī a ajakājājta c dhubābī b pūccāntiram prolapse iris disorder tm2 a ajakā c ra’s al dhubābī a ajakājājta c dhubābī b pūccāntiram
SK62,blepharitis disorder tm2,,,,,blepharitis disorder tm2 a vartmāvabandhakaḥ b imai taṭippu c sulāq c bāmnī chronic blepharitis disorder tm2 a kṛmigranthiḥ pedicularis palpebrae tm2,,blepharitis disorder tm2 blepharitis disorder tm2 blepharitis disorder tm2 blepharitis disorder tm2 a vartmāvabandhakaḥ b imai taṭippu c sulāq c bāmnī chronic blepharitis disorder tm2 a kṛmigranthiḥ pedicularis palpebrae tm2 blepharitis disorder tm2 a vartmāvabandhakaḥ b imai taṭippu c sulāq c bāmnī chronic blepharitis disorder tm2 a kṛmigranthiḥ pedicularis palpebrae tm2 blepharitis disorder tm2 a vartmāvabandhakaḥ b imai taṭippu c sulāq c bāmnī chronic blepharitis disorder tm2 a kṛmigranthiḥ pedicularis palpebrae tm2
SK63,day blindness disorder tm2,,,,,day blindness disorder tm2 a divāndhyam c rozkorī a pittavidagdhadṛṣṭi b tūyakaṇ kurutu c jahar,,day blindness disorder tm2 day blindness disorder tm2 day blindness disorder tm2 day blindness disorder tm2 a divāndhyam c rozkorī a pittavidagdhadṛṣṭi b tūyakaṇ kurutu c jahar day blindness disorder tm2 a divāndhyam c rozkorī a pittavidagdhadṛṣṭi b tūyakaṇ kurutu c jahar day blindness disorder tm2 a divāndhyam c rozkorī a pittavidagdhadṛṣṭi b tūyakaṇ kurutu c jahar
SK64,night blindness disorder tm2,,,,,night blindness disorder tm2 a kaphavidagdhadṛṣṭi c shabkorī a rātryāndhyam b mālaikkaṇ c ‘ashā’ night blindness due to dosha disorder tm2 a doṣavidagdhadṛṣṭiḥ,,night blindness disorder tm2 night blindness disorder tm2 night blindness disorder tm2 night blindness disorder tm2 a kaphavidagdhadṛṣṭi c shabkorī a rātryāndhyam b mālaikkaṇ c ‘ashā’ night blindness due to dosha disorder tm2 a doṣavidagdhadṛṣṭiḥ night blindness disorder tm2 a kaphavidagdhadṛṣṭi c shabkorī a rātryāndhyam b mālaikkaṇ c ‘ashā’ night blindness due to dosha disorder tm2 a doṣavidagdhadṛṣṭiḥ night blindness disorder tm2 a kaphavidagdhadṛṣṭi c shabkorī a rātryāndhyam b mālaikkaṇ c ‘ashā’ night blindness due to dosha disorder tm2 a doṣavidagdhadṛṣṭiḥ
SK65,cataract disorder tm2,,,,,cataract disorder tm2 a kācaḥ b vaḷi kācam c nuzūl al mā’ partial or total blindness disorder tm2 a timiraḥ amaurosis tm2 ametropia tm2 partial obstruction of vision tm2 cataract due to kapha disorder tm2 a ślaiṣmika kācaḥ cararact due to three dosha disorder tm2 a sānnipātika kācaḥ,,cataract disorder tm2 cataract disorder tm2 cataract disorder tm2 cataract disorder tm2 a kācaḥ b vaḷi kācam c nuzūl al mā’ partial or total blindness disorder tm2 a timiraḥ amaurosis tm2 ametropia tm2 partial obstruction of vision tm2 cataract due to kapha disorder tm2 a ślaiṣmika kācaḥ cararact due to three dosha disorder tm2 a sānnipātika kācaḥ cataract disorder tm2 a kācaḥ b vaḷi kācam c nuzūl al mā’ partial or total blindness disorder tm2 a timiraḥ amaurosis tm2 ametropia tm2 partial obstruction of vision tm2 cataract due to kapha disorder tm2 a ślaiṣmika kācaḥ cararact due to three dosha disorder tm2 a sānnipātika kācaḥ cataract disorder tm2 a kācaḥ b vaḷi kācam c nuzūl al mā’ partial or total blindness disorder tm2 a timiraḥ amaurosis tm2 ametropia tm2 partial obstruction of vision tm2 cataract due to kapha disorder tm2 a ślaiṣmika kācaḥ cararact due to three dosha disorder tm2 a sānnipātika kācaḥ
SK66,conjunctivitis disorder tm2,,,,,conjunctivitis disorder tm2 a abhiṣyandaḥ b aṉṉa kōpam c ramad c āshob i chashm allergic conjunctivitis disorder tm2 b kaṇ tiṉavu conjunctivitis with eye lid inflammation disorder tm2 a praklinnavartma a kaphotkliṣṭa vartma mucopurulent conjunctivitis disorder tm2 a apariklinnavartma ulcerative conjunctivitis disorder tm2 a bisavartma conjunctivitis due to derangement of balgham disorder tm2 c ramad balghamī conjunctivitis derangement of dam disorder tm2 c ramad damawī conjunctivitis due to derangement of ṣafrā’ disorder tm2 c ramad ṣafrāwī conjunctivitis due to derangement of sawdā’ disorder tm2 c ramad sawdāwī phlyctenular conjunctivitis disorder tm2 a parvaṇikā limbal nodules tm2 corneal eye disease with fleshy growth disorder tm2 b aannip puu conjunctival tumor disorder tm2 a snāyvarma,,conjunctivitis disorder tm2 conjunctivitis disorder tm2 conjunctivitis disorder tm2 conjunctivitis disorder tm2 a abhiṣyandaḥ b aṉṉa kōpam c ramad c āshob i chashm allergic conjunctivitis disorder tm2 b kaṇ tiṉavu conjunctivitis with eye lid inflammation disorder tm2 a praklinnavartma a kaphotkliṣṭa vartma mucopurulent conjunctivitis disorder tm2 a apariklinnavartma ulcerative conjunctivitis disorder tm2 a bisavartma conjunctivitis due to derangement of balgham disorder tm2 c ramad balghamī conjunctivitis derangement of dam disorder tm2 c ramad damawī conjunctivitis due to derangement of ṣafrā’ disorder tm2 c ramad ṣafrāwī conjunctivitis due to derangement of sawdā’ disorder tm2 c ramad sawdāwī phlyctenular conjunctivitis disorder tm2 a parvaṇikā limbal nodules tm2 corneal eye disease with fleshy growth disorder tm2 b aannip puu conjunctival tumor disorder tm2 a snāyvarma conjunctivitis disorder tm2 a abhiṣyandaḥ b aṉṉa kōpam c ramad c āshob i chashm allergic conjunctivitis disorder tm2 b kaṇ tiṉavu conjunctivitis with eye lid inflammation disorder tm2 a praklinnavartma a kaphotkliṣṭa vartma mucopurulent conjunctivitis disorder tm2 a apariklinnavartma ulcerative conjunctivitis disorder tm2 a bisavartma conjunctivitis due to derangement of balgham disorder tm2 c ramad balghamī conjunctivitis derangement of dam disorder tm2 c ramad damawī conjunctivitis due to derangement of ṣafrā’ disorder tm2 c ramad ṣafrāwī conjunctivitis due to derangement of sawdā’ disorder tm2 c ramad sawdāwī phlyctenular conjunctivitis disorder tm2 a parvaṇikā limbal nodules tm2 corneal eye disease with fleshy growth disorder tm2 b aannip puu conjunctival tumor disorder tm2 a snāyvarma conjunctivitis disorder tm2 a abhiṣyandaḥ b aṉṉa kōpam c ramad c āshob i chashm allergic conjunctivitis disorder tm2 b kaṇ tiṉavu conjunctivitis with eye lid inflammation disorder tm2 a praklinnavartma a kaphotkliṣṭa vartma mucopurulent conjunctivitis disorder tm2 a apariklinnavartma ulcerative conjunctivitis disorder tm2 a bisavartma conjunctivitis due to derangement of balgham disorder tm2 c ramad balghamī conjunctivitis derangement of dam disorder tm2 c ramad damawī conjunctivitis due to derangement of ṣafrā’ disorder tm2 c ramad ṣafrāwī conjunctivitis due to derangement of sawdā’ disorder tm2 c ramad sawdāwī phlyctenular conjunctivitis disorder tm2 a parvaṇikā limbal nodules tm2 corneal eye disease with fleshy growth disorder tm2 b aannip puu conjunctival tumor disorder tm2 a snāyvarma
SK67,corneal disorder tm2,,,,,corneal disorder tm2 a kṛṣṇagatarogaḥ b karuviẕi nōyka c amrāḍ i ṭabaqa i qarniyya corneal ulcers disorder tm2 a savraṇaśukraḥ b cōtikā viraṇam c qurūḥ al qarniyya keratitis disorder tm2 a pākātyayaḥ b ceri veri,,corneal disorder tm2 corneal disorder tm2 corneal disorder tm2 corneal disorder tm2 a kṛṣṇagatarogaḥ b karuviẕi nōyka c amrāḍ i ṭabaqa i qarniyya corneal ulcers disorder tm2 a savraṇaśukraḥ b cōtikā viraṇam c qurūḥ al qarniyya keratitis disorder tm2 a pākātyayaḥ b ceri veri corneal disorder tm2 a kṛṣṇagatarogaḥ b karuviẕi nōyka c amrāḍ i ṭabaqa i qarniyya corneal ulcers disorder tm2 a savraṇaśukraḥ b cōtikā viraṇam c qurūḥ al qarniyya keratitis disorder tm2 a pākātyayaḥ b ceri veri corneal disorder tm2 a kṛṣṇagatarogaḥ b karuviẕi nōyka c amrāḍ i ṭabaqa i qarniyya corneal ulcers disorder tm2 a savraṇaśukraḥ b cōtikā viraṇam c qurūḥ al qarniyya keratitis disorder tm2 a pākātyayaḥ b ceri veri
SK68,tear sac swelling disorder tm2,,,,,tear sac swelling disorder tm2 a pūyālasaḥ b kuvaḷaippaṭuvaṉ c gharab munfajir chronic dacrocystitis disorder tm2 c gharab,,tear sac swelling disorder tm2 tear sac swelling disorder tm2 tear sac swelling disorder tm2 tear sac swelling disorder tm2 a pūyālasaḥ b kuvaḷaippaṭuvaṉ c gharab munfajir chronic dacrocystitis disorder tm2 c gharab tear sac swelling disorder tm2 a pūyālasaḥ b kuvaḷaippaṭuvaṉ c gharab munfajir chronic dacrocystitis disorder tm2 c gharab tear sac swelling disorder tm2 a pūyālasaḥ b kuvaḷaippaṭuvaṉ c gharab munfajir chronic dacrocystitis disorder tm2 c gharab
SK69,eyelid cyst disorder tm2,,,,,eyelid cyst disorder tm2 a kumbhīkā b viraṇap paru c sal‘a al ajfān,,eyelid cyst disorder tm2 eyelid cyst disorder tm2 eyelid cyst disorder tm2 eyelid cyst disorder tm2 a kumbhīkā b viraṇap paru c sal‘a al ajfān eyelid cyst disorder tm2 a kumbhīkā b viraṇap paru c sal‘a al ajfān eyelid cyst disorder tm2 a kumbhīkā b viraṇap paru c sal‘a al ajfān
SK6A,dry eye disorder tm2,,,,,dry eye disorder tm2 a śuṣkākṣipākaḥ c yubs al qarniyya b aẕaṟṟi xeropthalmia disorder tm2 a śuṣkākṣipākaḥ,,dry eye disorder tm2 dry eye disorder tm2 dry eye disorder tm2 dry eye disorder tm2 a śuṣkākṣipākaḥ c yubs al qarniyya b aẕaṟṟi xeropthalmia disorder tm2 a śuṣkākṣipākaḥ dry eye disorder tm2 a śuṣkākṣipākaḥ c yubs al qarniyya b aẕaṟṟi xeropthalmia disorder tm2 a śuṣkākṣipākaḥ dry eye disorder tm2 a śuṣkākṣipākaḥ c yubs al qarniyya b aẕaṟṟi xeropthalmia disorder tm2 a śuṣkākṣipākaḥ
SK6B,ectropion disorder tm2,,,,,ectropion disorder tm2 b imaiyuyarcci c shatra khārijiyya,,ectropion disorder tm2 ectropion disorder tm2 ectropion disorder tm2 ectropion disorder tm2 b imaiyuyarcci c shatra khārijiyya ectropion disorder tm2 b imaiyuyarcci c shatra khārijiyya ectropion disorder tm2 b imaiyuyarcci c shatra khārijiyya
SK6C,pterygium disorder tm2,,,,,pterygium disorder tm2 a prastāri arma b nākap paṭalam c ẓafara c nākhūna progressive pterygium disorder tm2 a lohitārma a kṣatārma pinguecula disorder tm2 a śuklārma,,pterygium disorder tm2 pterygium disorder tm2 pterygium disorder tm2 pterygium disorder tm2 a prastāri arma b nākap paṭalam c ẓafara c nākhūna progressive pterygium disorder tm2 a lohitārma a kṣatārma pinguecula disorder tm2 a śuklārma pterygium disorder tm2 a prastāri arma b nākap paṭalam c ẓafara c nākhūna progressive pterygium disorder tm2 a lohitārma a kṣatārma pinguecula disorder tm2 a śuklārma pterygium disorder tm2 a prastāri arma b nākap paṭalam c ẓafara c nākhūna progressive pterygium disorder tm2 a lohitārma a kṣatārma pinguecula disorder tm2 a śuklārma
SK6D,lacrimation disorder tm2,,,,,lacrimation disorder tm2 a srāvaḥ b nīr vari c dam‘a,,lacrimation disorder tm2 lacrimation disorder tm2 lacrimation disorder tm2 lacrimation disorder tm2 a srāvaḥ b nīr vari c dam‘a lacrimation disorder tm2 a srāvaḥ b nīr vari c dam‘a lacrimation disorder tm2 a srāvaḥ b nīr vari c dam‘a
SK6E,trichiasis disorder tm2,,,,,trichiasis disorder tm2 a pakṣmoparodhaḥ a pakṣmakopaḥ b muṭa mayir c sha‘r munqalib,,trichiasis disorder tm2 trichiasis disorder tm2 trichiasis disorder tm2 trichiasis disorder tm2 a pakṣmoparodhaḥ a pakṣmakopaḥ b muṭa mayir c sha‘r munqalib trichiasis disorder tm2 a pakṣmoparodhaḥ a pakṣmakopaḥ b muṭa mayir c sha‘r munqalib trichiasis disorder tm2 a pakṣmoparodhaḥ a pakṣmakopaḥ b muṭa mayir c sha‘r munqalib
SK6F,eyelid tumour disorder tm2,,,,,eyelid tumour disorder tm2 a vartmārbudaḥ b tacai kaẕalai c uqda al ‘ayn c uqda’ i jafn,,eyelid tumour disorder tm2 eyelid tumour disorder tm2 eyelid tumour disorder tm2 eyelid tumour disorder tm2 a vartmārbudaḥ b tacai kaẕalai c uqda al ‘ayn c uqda’ i jafn eyelid tumour disorder tm2 a vartmārbudaḥ b tacai kaẕalai c uqda al ‘ayn c uqda’ i jafn eyelid tumour disorder tm2 a vartmārbudaḥ b tacai kaẕalai c uqda al ‘ayn c uqda’ i jafn
SK6G,hard swelling of eyelid disorder tm2,,,,,hard swelling of eyelid disorder tm2 a śuṣkārśaḥ c taḥajjur al ajfān b māṅkica ‎paṟpa rōkam,,hard swelling of eyelid disorder tm2 hard swelling of eyelid disorder tm2 hard swelling of eyelid disorder tm2 hard swelling of eyelid disorder tm2 a śuṣkārśaḥ c taḥajjur al ajfān b māṅkica ‎paṟpa rōkam hard swelling of eyelid disorder tm2 a śuṣkārśaḥ c taḥajjur al ajfān b māṅkica ‎paṟpa rōkam hard swelling of eyelid disorder tm2 a śuṣkārśaḥ c taḥajjur al ajfān b māṅkica ‎paṟpa rōkam
SK6H,eyelid wart disorder tm2,,,,,eyelid wart disorder tm2 a vartmagata raktārśaḥ c tha’ālīl al ajfān,,eyelid wart disorder tm2 eyelid wart disorder tm2 eyelid wart disorder tm2 eyelid wart disorder tm2 a vartmagata raktārśaḥ c tha’ālīl al ajfān eyelid wart disorder tm2 a vartmagata raktārśaḥ c tha’ālīl al ajfān eyelid wart disorder tm2 a vartmagata raktārśaḥ c tha’ālīl al ajfān
SK6J,excessive blinking disorder tm2,,,,,excessive blinking disorder tm2 a nimeṣaḥ c ṭarf al ajfān b avikāya viraṇam,,excessive blinking disorder tm2 excessive blinking disorder tm2 excessive blinking disorder tm2 excessive blinking disorder tm2 a nimeṣaḥ c ṭarf al ajfān b avikāya viraṇam excessive blinking disorder tm2 a nimeṣaḥ c ṭarf al ajfān b avikāya viraṇam excessive blinking disorder tm2 a nimeṣaḥ c ṭarf al ajfān b avikāya viraṇam
SK6K,eyelid haematoma disorder tm2,,,,,eyelid haematoma disorder tm2 a śyāvavartma b irattakkaẕalai,,eyelid haematoma disorder tm2 eyelid haematoma disorder tm2 eyelid haematoma disorder tm2 eyelid haematoma disorder tm2 a śyāvavartma b irattakkaẕalai eyelid haematoma disorder tm2 a śyāvavartma b irattakkaẕalai eyelid haematoma disorder tm2 a śyāvavartma b irattakkaẕalai
SK6L,ptosis disorder tm2,,,,,ptosis disorder tm2 a kṛcchronmīlaḥ b viẕi vali c istirkhā’ al jafn,,ptosis disorder tm2 ptosis disorder tm2 ptosis disorder tm2 ptosis disorder tm2 a kṛcchronmīlaḥ b viẕi vali c istirkhā’ al jafn ptosis disorder tm2 a kṛcchronmīlaḥ b viẕi vali c istirkhā’ al jafn ptosis disorder tm2 a kṛcchronmīlaḥ b viẕi vali c istirkhā’ al jafn
SK6M,sticky eyelids disorder tm2,,,,,sticky eyelids disorder tm2 a śliṣṭa vartma c iltiṣāq al jafn b kuvaḷai nerital,,sticky eyelids disorder tm2 sticky eyelids disorder tm2 sticky eyelids disorder tm2 sticky eyelids disorder tm2 a śliṣṭa vartma c iltiṣāq al jafn b kuvaḷai nerital sticky eyelids disorder tm2 a śliṣṭa vartma c iltiṣāq al jafn b kuvaḷai nerital sticky eyelids disorder tm2 a śliṣṭa vartma c iltiṣāq al jafn b kuvaḷai nerital
SK6N,chalazion disorder tm2,,,,,chalazion disorder tm2 a lagaṇaḥ c barada b rattam paṟpa rōkam,,chalazion disorder tm2 chalazion disorder tm2 chalazion disorder tm2 chalazion disorder tm2 a lagaṇaḥ c barada b rattam paṟpa rōkam chalazion disorder tm2 a lagaṇaḥ c barada b rattam paṟpa rōkam chalazion disorder tm2 a lagaṇaḥ c barada b rattam paṟpa rōkam
SK6P,stye disorder tm2,,,,,stye disorder tm2 a añjananāmikā b nīr paṟpa rōkam c sha‘īra,,stye disorder tm2 stye disorder tm2 stye disorder tm2 stye disorder tm2 a añjananāmikā b nīr paṟpa rōkam c sha‘īra stye disorder tm2 a añjananāmikā b nīr paṟpa rōkam c sha‘īra stye disorder tm2 a añjananāmikā b nīr paṟpa rōkam c sha‘īra
SK6Q,ptilosis disorder tm2,,,,,ptilosis disorder tm2 a pakṣmaśātaḥ b puẕukkaṭi c intithār al ahdāb,,ptilosis disorder tm2 ptilosis disorder tm2 ptilosis disorder tm2 ptilosis disorder tm2 a pakṣmaśātaḥ b puẕukkaṭi c intithār al ahdāb ptilosis disorder tm2 a pakṣmaśātaḥ b puẕukkaṭi c intithār al ahdāb ptilosis disorder tm2 a pakṣmaśātaḥ b puẕukkaṭi c intithār al ahdāb
SK6R,non inflammatory swelling of eye disorder tm2,,,,,non inflammatory swelling of eye disorder tm2 a aśophapākaḥ c intifākh rīḥī b uruviẕi puṭaittal,,non inflammatory swelling of eye disorder tm2 non inflammatory swelling of eye disorder tm2 non inflammatory swelling of eye disorder tm2 non inflammatory swelling of eye disorder tm2 a aśophapākaḥ c intifākh rīḥī b uruviẕi puṭaittal non inflammatory swelling of eye disorder tm2 a aśophapākaḥ c intifākh rīḥī b uruviẕi puṭaittal non inflammatory swelling of eye disorder tm2 a aśophapākaḥ c intifākh rīḥī b uruviẕi puṭaittal
SK6S,periorbital polyp disorder tm2,,,,,periorbital polyp disorder tm2 a netraja arśaḥ b aẕuntiṭum ‎pirittal,,periorbital polyp disorder tm2 periorbital polyp disorder tm2 periorbital polyp disorder tm2 periorbital polyp disorder tm2 a netraja arśaḥ b aẕuntiṭum ‎pirittal periorbital polyp disorder tm2 a netraja arśaḥ b aẕuntiṭum ‎pirittal periorbital polyp disorder tm2 a netraja arśaḥ b aẕuntiṭum ‎pirittal
SK6T,phlyctenular nodule disorder tm2,,,,,phlyctenular nodule disorder tm2 a sirājapiḍakā c ramad buthūrī a sirāpiḍakā c wadaqa b parumuḷai,,phlyctenular nodule disorder tm2 phlyctenular nodule disorder tm2 phlyctenular nodule disorder tm2 phlyctenular nodule disorder tm2 a sirājapiḍakā c ramad buthūrī a sirāpiḍakā c wadaqa b parumuḷai phlyctenular nodule disorder tm2 a sirājapiḍakā c ramad buthūrī a sirāpiḍakā c wadaqa b parumuḷai phlyctenular nodule disorder tm2 a sirājapiḍakā c ramad buthūrī a sirāpiḍakā c wadaqa b parumuḷai
